X42.6291 Y36.8862 Z4.9414 A-920.3155 B-1573.7400 C-2503.3466
X42.5861 Y36.8293 Z4.8698 A-1059.7926 B-1804.0081 C-2847.1498
X42.2873 Y36.4353 Z4.3795 A-1195.5136 B-2007.7962 C-3114.3179
X41.4806 Y35.3762 Z3.1126 A-1431.1813 B-2266.2649 C-3303.2679
X39.9020 Y33.3243 Z0.8527 A-1754.0507 B-2487.4970 C-3201.9592
X37.2552 Y29.9510 Z-2.3675 A-2185.1505 B-2646.8918 C-2759.8243
X33.2106 Y24.9916 Z-6.1220 A-2620.2597 B-2599.8520 C-1911.3872
X27.4503 Y18.4560 Z-9.4095 A-2826.6232 B-2142.1809 C-703.1448
X19.8027 Y11.0449 Z-10.5152 A-2501.4310 B-1199.8400 C519.4884
X10.5580 Y4.5088 Z-7.3405 A-1502.3552 B-155.2626 C982.7813
X1.0034 Y1.0034 Z1.0034 A-174.7972 B307.9384 C135.2231
X-6.3478 Y1.3340 Z12.4973 A671.4227 B-47.3177 C-1498.1127
X-9.1392 Y4.4673 Z23.7900 A438.6246 B-822.3963 C-2825.6781
X-7.3953 Y8.8113 Z32.9109 A-618.9759 B-1591.4928 C-3302.2457
X-3.1741 Y13.1678 Z39.5012 A-1741.4693 B-2183.9888 C-3074.2533
X1.4530 Y16.8696 Z43.9255 A-2476.5255 B-2553.5482 C-2513.8361
X5.2932 Y19.6391 Z46.7042 A-2799.8741 B-2704.5434 C-1934.4742
X7.9188 Y21.4484 Z48.3076 A-2828.4056 B-2678.3343 C-1500.6179
X9.3657 Y22.4259 Z49.1087 A-2625.8953 B-2488.2637 C-1207.2990
X9.9207 Y22.7980 Z49.4020 A-2378.2586 B-2274.3609 C-1056.5177
X10.0015 Y22.8520 Z49.4441 A-2066.5638 B-2007.3355 C-914.4259
