Writing PVE Log data!
Sample Time:25
------------

time(s)	P1	V1	E1	P2	V2	E2	P3	V3	E3
0.995	42.602	0.050	0.024	36.867	-0.050	0.018	4.951	0.000	-0.036
1.038	42.602	0.050	0.002	36.889	-0.050	0.018	4.973	0.000	-0.013
1.070	42.602	0.000	0.002	36.867	0.000	0.018	4.973	0.000	-0.013
1.101	42.602	0.050	0.002	36.867	0.000	0.018	4.951	0.050	-0.013
1.134	42.602	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
1.168	42.624	-0.050	0.024	36.889	0.000	-0.004	4.951	0.000	-0.013
1.200	42.624	0.000	0.002	36.867	0.000	0.018	4.951	0.000	-0.013
1.232	42.602	0.000	0.002	36.867	0.000	0.018	4.951	0.000	-0.013
1.264	42.624	0.000	0.002	36.867	0.000	0.018	4.973	0.000	-0.036
1.296	42.624	0.000	0.024	36.867	0.000	0.018	4.951	0.000	-0.013
1.328	42.624	0.000	0.024	36.867	0.000	0.018	4.973	0.000	-0.013
1.360	42.602	0.000	0.024	36.867	0.000	-0.004	4.973	0.000	-0.013
1.392	42.624	0.000	0.024	36.867	0.000	0.018	4.951	0.050	-0.013
1.425	42.602	0.000	0.002	36.867	0.050	0.018	4.973	0.000	-0.013
1.457	42.602	0.000	0.002	36.898	-0.025	0.018	4.951	0.050	-0.013
1.488	42.602	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.036
1.520	42.624	-0.050	0.002	36.867	0.000	-0.004	4.951	0.000	-0.013
1.552	42.624	0.000	0.002	36.889	-0.050	-0.004	4.951	0.000	-0.013
1.585	42.602	0.000	0.024	36.867	0.000	-0.004	4.951	0.000	-0.044
1.617	42.624	0.000	0.002	36.889	0.000	0.018	4.951	0.000	-0.013
1.649	42.624	-0.050	0.024	36.889	0.000	0.018	4.951	0.000	-0.013
1.680	42.624	0.000	0.024	36.867	0.000	-0.004	4.973	-0.050	-0.013
1.712	42.624	0.000	0.002	36.867	0.000	0.018	4.951	0.000	-0.013
1.744	42.602	0.000	0.002	36.867	0.000	-0.004	4.973	0.000	-0.036
1.775	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
1.806	42.602	0.000	0.002	36.889	0.000	0.018	4.951	0.000	-0.013
1.839	42.602	0.000	0.024	36.889	-0.050	0.018	4.973	0.000	-0.036
1.871	42.602	0.050	0.024	36.867	0.000	0.018	4.951	0.000	-0.013
1.902	42.602	0.000	0.002	36.867	0.000	0.018	4.951	-0.050	-0.036
1.934	42.624	0.000	0.002	36.867	0.000	-0.004	4.951	0.000	-0.013
1.967	42.602	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
1.999	42.602	0.000	0.002	36.867	0.000	0.018	4.951	0.000	-0.013
2.030	42.624	0.000	0.024	36.889	0.000	-0.004	4.951	0.000	-0.013
2.062	42.602	0.000	0.024	36.889	0.000	-0.004	4.973	0.000	-0.036
2.093	42.624	0.000	0.002	36.867	0.000	-0.004	4.951	0.000	-0.013
2.126	42.602	0.000	0.002	36.867	0.000	0.018	4.951	-0.050	-0.036
2.157	42.624	0.000	0.024	36.867	0.000	0.018	4.951	0.000	-0.013
2.188	42.624	0.000	0.002	36.889	-0.050	-0.004	4.973	0.050	-0.013
2.220	42.624	0.000	0.024	36.867	0.000	-0.004	4.951	0.000	-0.013
2.252	42.624	0.000	0.024	36.889	0.000	-0.004	4.951	0.000	-0.013
2.284	42.624	0.000	0.002	36.867	-0.050	-0.004	4.951	0.000	-0.013
2.316	42.624	0.000	0.002	36.889	-0.050	0.018	4.951	0.000	-0.036
2.348	42.624	0.000	0.024	36.889	0.000	0.018	4.951	0.000	-0.036
2.380	42.602	0.000	0.002	36.867	0.000	-0.004	4.973	0.000	-0.013
