Writing PVE Log data!
Sample Time:25
------------

time(s)	P1	V1	E1	P2	V2	E2	P3	V3	E3
4.262	15.147	-0.191	0.689	5.389	-0.120	1.453	-10.682	0.085	1.649
4.296	8.564	-0.201	0.578	1.476	-0.090	1.600	-6.442	0.161	1.716
4.331	1.936	-0.201	0.438	-0.507	-0.015	1.531	-0.124	0.221	2.002
4.366	-3.844	-0.141	0.373	-0.431	0.060	1.307	7.584	0.246	2.309
4.402	-7.898	-0.085	0.353	1.442	0.075	0.938	15.740	0.241	2.451
4.436	-9.609	-0.005	0.356	4.276	0.100	0.713	23.460	0.201	2.500
4.472	-9.122	0.050	0.649	7.218	0.080	0.769	29.796	0.151	2.433
4.506	-7.042	0.070	0.904	10.138	0.075	0.882	34.813	0.151	2.444
4.541	-4.069	0.070	1.051	12.880	0.050	1.224	38.787	0.120	2.458
4.577	-0.658	0.090	1.031	15.267	0.060	1.511	41.809	0.055	2.431
4.612	2.580	0.075	0.864	17.231	0.045	1.658	43.971	0.075	2.456
4.647	5.202	0.070	0.696	18.791	0.015	1.698	45.402	0.025	2.453
4.682	7.189	0.025	0.504	19.998	0.020	1.649	46.333	0.025	2.431
4.716	8.553	0.025	0.384	20.800	0.050	1.589	46.973	0.050	2.438
4.751	9.302	0.005	0.347	21.311	0.030	1.513	47.320	0.000	2.413
4.786	9.633	0.000	0.356	21.600	0.000	1.413	47.396	0.000	2.444
4.820	9.669	0.000	0.431	21.778	0.000	1.280	47.396	0.000	2.473
4.854	9.944	0.005	0.180	22.367	0.020	0.698	47.640	-0.065	2.222
4.889	10.727	0.020	-0.618	23.231	-0.040	-0.162	48.018	0.070	1.896
4.916	11.138	0.030	-1.033	23.489	0.000	-0.462	48.107	0.000	1.784
4.952	11.633	0.000	-1.536	23.600	0.000	-0.562	48.040	-0.050	1.851
4.988	11.758	0.050	-1.667	23.489	0.000	-0.451	47.956	0.035	1.962
5.023	11.736	0.000	-1.633	23.422	-0.010	-0.362	47.862	0.000	2.007
5.058	11.602	0.000	-1.533	23.400	-0.050	-0.340	47.929	-0.075	1.938
5.093	11.491	0.000	-1.400	23.422	0.025	-0.362	48.051	0.000	1.851
5.128	11.424	0.000	-1.333	23.422	0.000	-0.362	48.084	0.000	1.829
5.163	11.424	0.000	-1.333	23.400	0.000	-0.340	48.073	0.075	1.818
5.199	11.424	0.000	-1.333	23.422	0.000	-0.340	48.107	-0.050	1.784
5.234	11.447	0.000	-1.356	23.400	0.000	-0.362	48.062	0.000	1.829
5.269	11.447	0.000	-1.378	23.422	0.000	-0.362	48.062	0.000	1.829
5.304	11.447	0.000	-1.356	23.400	-0.050	-0.362	48.084	0.000	1.807
5.338	11.447	0.000	-1.356	23.422	0.000	-0.362	48.084	0.000	1.784
5.374	11.424	0.000	-1.333	23.400	0.000	-0.340	48.107	-0.050	1.762
5.409	11.424	0.000	-1.333	23.400	0.000	-0.340	48.129	0.000	1.762
5.444	11.380	0.000	-1.289	23.400	0.000	-0.340	48.151	0.000	1.740
5.479	11.380	0.000	-1.311	23.400	0.000	-0.329	48.169	0.015	1.740
5.513	11.402	0.000	-1.311	23.422	0.000	-0.340	48.124	0.000	1.740
5.548	11.358	0.000	-1.289	23.400	0.050	-0.340	48.173	-0.050	1.718
5.583	11.380	-0.050	-1.289	23.400	0.000	-0.340	48.207	0.000	1.718
5.619	11.380	-0.050	-1.289	23.400	0.000	-0.340	48.196	0.000	1.729
5.654	11.336	0.000	-1.244	23.389	0.040	-0.307	48.173	-0.050	1.696
5.689	11.336	0.000	-1.244	23.400	0.000	-0.340	48.200	0.000	1.658
5.724	11.358	-0.050	-1.244	23.400	-0.050	-0.318	48.251	0.000	1.656
5.759	11.313	0.000	-1.222	23.378	0.000	-0.318	48.240	0.000	1.673
5.794	11.313	-0.050	-1.222	23.400	0.000	-0.318	48.207	-0.045	1.651
5.829	11.291	0.000	-1.200	23.378	0.000	-0.340	48.240	0.000	1.629
5.865	11.291	0.000	-1.200	23.378	0.000	-0.318	48.262	0.000	1.662
5.900	11.291	0.000	-1.200	23.378	0.000	-0.318	48.262	0.000	1.607
5.935	11.269	0.000	-1.200	23.378	0.000	-0.318	48.307	0.000	1.640
5.970	11.291	0.000	-1.178	23.378	0.000	-0.318	48.284	0.000	1.576
6.005	11.269	0.000	-1.178	23.400	-0.050	-0.329	48.336	0.010	1.584
6.039	11.247	0.000	-1.156	23.378	0.000	-0.318	48.307	0.000	1.553
6.075	11.247	0.000	-1.156	23.378	0.000	-0.318	48.329	0.000	1.562
6.110	11.247	0.000	-1.156	23.356	0.000	-0.296	48.329	-0.030	1.562
6.145	11.224	-0.030	-1.133	23.378	0.000	-0.318	48.351	0.000	1.540
6.180	11.202	0.050	-1.111	23.380	0.025	-0.296	48.351	0.000	1.540
6.214	11.202	0.000	-1.111	23.356	0.000	-0.296	48.373	-0.050	1.518
6.249	11.180	0.050	-1.089	23.356	0.015	-0.296	48.344	0.000	1.533
6.284	11.180	0.000	-1.111	23.356	0.000	-0.296	48.396	-0.035	1.496
6.319	11.180	0.000	-1.089	23.356	0.000	-0.296	48.396	0.000	1.496
6.354	11.180	0.000	-1.089	23.356	0.000	-0.273	48.429	0.000	1.464
6.389	11.158	0.050	-1.089	23.356	0.000	-0.296	48.396	0.050	1.496
6.423	11.158	0.000	-1.067	23.356	0.000	-0.296	48.418	-0.075	1.442
6.458	11.136	0.000	-1.067	23.333	0.050	-0.296	48.440	0.000	1.484
6.494	11.136	0.000	-1.044	23.356	0.000	-0.296	48.440	0.000	1.424
6.529	11.136	0.000	-1.044	23.333	0.000	-0.273	48.476	0.000	1.451
6.564	11.136	0.000	-1.044	23.356	0.000	-0.296	48.462	0.000	1.429
6.599	11.113	0.000	-1.022	23.333	0.000	-0.273	48.496	0.020	1.411
6.633	11.091	0.050	-1.000	23.333	0.050	-0.273	48.518	0.050	1.429
6.669	11.091	0.000	-1.000	23.333	0.000	-0.273	48.484	0.000	1.407
6.704	11.091	0.000	-1.000	23.356	0.000	-0.273	48.489	-0.050	1.362
6.741	11.091	0.000	-1.000	23.333	0.000	-0.273	48.524	0.000	1.373
6.776	11.091	-0.050	-1.000	23.333	0.000	-0.273	48.507	0.000	1.384
6.811	11.091	0.000	-1.000	23.333	0.000	-0.273	48.529	-0.050	1.362
6.846	11.069	0.000	-0.978	23.333	0.000	-0.251	48.529	0.000	1.380
6.881	11.069	0.000	-0.956	23.333	0.000	-0.273	48.562	0.005	1.333
6.916	11.047	0.000	-0.956	23.311	0.000	-0.273	48.551	0.000	1.340
6.951	11.047	0.000	-0.956	23.311	0.000	-0.251	48.573	0.020	1.318
6.987	11.047	0.000	-0.933	23.333	-0.050	-0.273	48.573	0.000	1.318
7.021	11.024	0.050	-0.933	23.333	0.050	-0.251	48.582	-0.035	1.280
7.057	11.024	0.000	-0.933	23.311	0.050	-0.273	48.596	0.025	1.296
7.092	11.002	0.050	-0.911	23.311	0.000	-0.251	48.584	-0.020	1.296
7.126	11.002	0.000	-0.911	23.311	0.000	-0.273	48.596	0.050	1.296
7.161	11.002	0.050	-0.911	23.311	0.000	-0.251	48.596	0.000	1.273
7.197	11.002	0.000	-0.911	23.311	0.000	-0.251	48.640	0.000	1.273
7.231	10.980	0.000	-0.889	23.298	0.000	-0.251	48.607	0.000	1.251
7.266	10.980	0.000	-0.889	23.311	0.000	-0.251	48.640	0.040	1.271
7.301	10.980	0.000	-0.889	23.311	0.000	-0.251	48.687	0.000	1.229
7.335	10.980	-0.050	-0.889	23.311	0.000	-0.251	48.689	0.000	1.229
7.370	10.980	0.000	-0.889	23.311	0.000	-0.251	48.651	0.075	1.240
7.405	10.958	0.000	-0.867	23.289	0.050	-0.251	48.684	0.000	1.207
7.440	10.958	0.000	-0.867	23.311	0.050	-0.229	48.671	-0.020	1.207
7.474	10.958	0.000	-0.867	23.289	0.050	-0.251	48.707	0.000	1.173
7.509	10.936	0.000	-0.844	23.311	0.000	-0.251	48.729	-0.030	1.196
7.544	10.936	0.000	-0.844	23.289	0.000	-0.229	48.729	0.000	1.162
7.579	10.913	0.000	-0.822	23.289	0.050	-0.251	48.729	-0.025	1.162
7.615	10.913	0.000	-0.822	23.289	0.000	-0.251	48.751	0.000	1.140
7.650	10.913	0.000	-0.822	23.302	0.015	-0.229	48.751	0.000	1.140
7.685	10.913	0.000	-0.822	23.289	0.000	-0.229	48.762	0.000	1.171
7.720	10.913	0.000	-0.822	23.311	-0.050	-0.251	48.751	0.050	1.140
7.755	10.891	0.000	-0.800	23.311	0.000	-0.251	48.796	0.000	1.118
7.790	10.891	-0.050	-0.800	23.311	-0.050	-0.251	48.773	0.000	1.096
7.826	10.891	0.000	-0.778	23.289	0.000	-0.229	48.796	0.070	1.122
7.860	10.869	0.000	-0.778	23.311	0.000	-0.251	48.796	0.000	1.073
7.894	10.869	0.000	-0.778	23.289	0.000	-0.229	48.796	0.000	1.096
7.929	10.869	0.000	-0.778	23.289	0.000	-0.229	48.833	-0.055	1.073
7.964	10.869	0.000	-0.778	23.289	-0.030	-0.229	48.818	-0.030	1.073
7.998	10.847	0.000	-0.756	23.289	0.050	-0.229	48.840	0.000	1.073
8.034	10.829	-0.020	-0.756	23.289	0.000	-0.251	48.840	0.020	1.038
8.069	10.847	-0.020	-0.756	23.289	0.000	-0.251	48.827	-0.020	1.051
8.103	10.824	0.050	-0.733	23.289	0.000	-0.229	48.862	0.010	1.027
8.138	10.824	0.000	-0.733	23.289	-0.050	-0.207	48.887	0.025	1.029
8.174	10.824	0.000	-0.733	23.289	0.000	-0.207	48.884	0.000	1.007
8.208	10.824	0.000	-0.733	23.267	0.000	-0.207	48.884	0.025	1.007
8.233	10.802	0.000	-0.733	23.289	-0.050	-0.229	48.884	0.000	0.984
8.267	10.784	-0.020	-0.711	23.267	0.000	-0.207	48.887	0.000	0.984
8.302	10.802	0.000	-0.711	23.267	0.050	-0.207	48.873	0.000	1.018
8.338	10.802	0.000	-0.711	23.267	0.000	-0.207	48.924	0.030	0.984
8.372	10.780	0.000	-0.689	23.267	0.000	-0.207	48.907	0.040	0.984
8.408	10.780	0.000	-0.689	23.267	0.050	-0.207	48.962	0.045	0.962
8.444	10.780	0.000	-0.689	23.267	0.000	-0.207	48.929	0.000	0.962
8.479	10.780	0.000	-0.689	23.298	0.015	-0.224	48.951	0.000	0.940
8.514	10.780	-0.050	-0.689	23.267	0.000	-0.207	48.940	0.010	0.962
8.549	10.758	0.000	-0.667	23.267	0.050	-0.184	48.940	-0.005	0.940
8.584	10.758	0.000	-0.667	23.244	0.000	-0.184	48.951	0.035	0.964
8.620	10.758	0.000	-0.667	23.267	0.000	-0.207	48.973	0.000	0.918
8.656	10.758	-0.050	-0.667	23.267	0.000	-0.207	48.996	0.000	0.918
8.691	10.736	0.000	-0.644	23.267	0.000	-0.184	48.996	0.000	0.896
8.726	10.736	0.000	-0.644	23.267	-0.050	-0.184	48.996	0.030	0.913
8.761	10.736	0.000	-0.644	23.244	0.050	-0.207	48.996	0.000	0.869
8.796	10.713	0.000	-0.622	23.267	-0.050	-0.184	49.018	0.000	0.873
8.832	10.713	0.050	-0.622	23.244	0.000	-0.184	49.018	0.000	0.907
8.868	10.713	0.000	-0.622	23.244	0.000	-0.184	49.018	-0.045	0.873
8.903	10.713	0.000	-0.622	23.244	0.050	-0.184	49.036	0.045	0.896
8.939	10.691	0.000	-0.600	23.244	0.000	-0.184	49.040	-0.025	0.851
8.974	10.691	0.000	-0.600	23.267	0.050	-0.207	49.082	0.030	0.851
9.009	10.691	0.000	-0.600	23.244	0.000	-0.184	49.040	0.000	0.829
9.044	10.691	0.000	-0.600	23.244	0.000	-0.184	49.096	0.030	0.829
9.080	10.691	0.000	-0.589	23.244	0.035	-0.207	49.084	-0.050	0.829
9.116	10.691	0.000	-0.600	23.244	0.000	-0.184	49.084	0.015	0.807
9.151	10.669	0.000	-0.578	23.244	0.000	-0.184	49.062	0.000	0.822
9.186	10.647	0.000	-0.556	23.244	0.000	-0.184	49.118	0.035	0.807
9.220	10.669	0.000	-0.578	23.244	0.000	-0.184	49.107	0.000	0.784
9.255	10.647	0.000	-0.578	23.244	0.000	-0.184	49.140	0.050	0.784
9.290	10.647	0.000	-0.556	23.244	-0.050	-0.184	49.107	0.000	0.784
9.326	10.647	0.000	-0.556	23.222	-0.050	-0.184	49.131	0.025	0.784
9.361	10.624	0.000	-0.556	23.244	0.000	-0.184	49.113	0.000	0.740
9.398	10.647	0.000	-0.533	23.244	0.000	-0.184	49.129	-0.050	0.740
9.433	10.624	0.000	-0.533	23.222	0.000	-0.162	49.118	0.000	0.773
9.468	10.624	0.000	-0.533	23.222	0.050	-0.162	49.184	0.030	0.740
9.504	10.624	0.000	-0.533	23.222	0.050	-0.162	49.118	-0.025	0.753
9.539	10.602	0.000	-0.511	23.222	0.000	-0.184	49.151	0.000	0.740
9.575	10.602	0.000	-0.533	23.222	0.000	-0.162	49.173	0.050	0.740
9.612	10.602	0.000	-0.511	23.222	0.000	-0.162	49.140	0.000	0.751
9.647	10.602	0.000	-0.511	23.222	0.050	-0.162	49.207	0.030	0.700
9.682	10.602	0.000	-0.511	23.222	0.000	-0.162	49.173	0.000	0.718
9.717	10.602	0.000	-0.511	23.222	0.000	-0.184	49.196	0.000	0.696
9.752	10.602	0.000	-0.511	23.222	0.000	-0.162	49.196	0.000	0.696
9.787	10.580	0.000	-0.489	23.244	0.000	-0.162	49.207	0.020	0.696
9.823	10.580	0.000	-0.511	23.222	0.050	-0.162	49.218	0.000	0.656
9.858	10.580	0.000	-0.489	23.222	0.000	-0.162	49.184	-0.025	0.687
9.893	10.558	0.000	-0.489	23.222	0.000	-0.162	49.251	-0.075	0.647
9.928	10.558	0.000	-0.489	23.209	-0.005	-0.162	49.240	0.000	0.651
9.962	10.580	0.000	-0.489	23.222	0.000	-0.162	49.262	0.020	0.684
9.997	10.558	0.000	-0.467	23.200	0.000	-0.162	49.227	0.000	0.651
10.033	10.558	0.000	-0.467	23.222	0.000	-0.162	49.240	0.000	0.651
10.068	10.558	0.000	-0.467	23.200	0.000	-0.162	49.229	0.000	0.662
10.103	10.558	0.000	-0.467	23.222	0.000	-0.140	49.240	0.000	0.629
10.138	10.536	0.000	-0.444	23.222	0.000	-0.140	49.240	0.000	0.629
10.174	10.558	0.000	-0.444	23.200	-0.050	-0.162	49.262	0.000	0.611
10.209	10.558	-0.050	-0.467	23.222	0.000	-0.162	49.249	0.050	0.640
10.245	10.558	-0.050	-0.467	23.200	0.065	-0.162	49.262	-0.050	0.607
10.281	10.536	0.000	-0.444	23.222	-0.050	-0.162	49.284	0.060	0.627
10.316	10.536	0.000	-0.444	23.200	0.000	-0.140	49.284	0.000	0.607
10.351	10.536	0.000	-0.444	23.200	0.000	-0.162	49.273	0.000	0.618
10.385	10.513	0.050	-0.422	23.200	-0.050	-0.162	49.307	0.020	0.576
10.420	10.513	0.000	-0.422	23.222	-0.050	-0.162	49.307	0.000	0.609
10.456	10.500	0.000	-0.422	23.200	0.000	-0.140	49.307	-0.050	0.562
10.491	10.513	0.000	-0.422	23.222	0.000	-0.162	49.302	-0.020	0.562
10.526	10.513	0.000	-0.400	23.200	0.010	-0.140	49.329	0.075	0.589
10.561	10.491	0.000	-0.400	23.200	0.025	-0.140	49.329	0.000	0.576
10.596	10.491	0.000	-0.400	23.200	0.000	-0.140	49.329	0.040	0.562
