Writing PVE Log data!
Sample Time:10
------------

time(s)	P1	V1	E1	P2	V2	E2	P3	V3	E3
1.141	42.624	0.000	0.002	36.867	0.000	-0.004	4.929	0.000	0.009
1.176	42.624	0.050	0.002	36.889	0.000	0.018	4.929	0.000	0.009
1.199	42.624	0.000	-0.020	36.867	0.000	-0.004	4.929	0.000	-0.013
1.223	42.624	0.000	-0.020	36.889	0.000	-0.004	4.929	0.050	0.009
1.246	42.624	0.000	0.002	36.867	0.050	0.018	4.929	0.000	-0.013
1.268	42.624	0.050	0.002	36.889	0.000	-0.004	4.929	0.000	-0.013
1.292	42.624	0.000	-0.020	36.867	0.050	0.018	4.929	0.000	0.009
1.315	42.647	0.000	0.002	36.867	0.000	0.018	4.951	0.050	0.009
1.338	42.624	0.000	-0.020	36.889	0.000	-0.004	4.951	0.050	0.009
1.361	42.647	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
1.384	42.624	0.000	0.002	36.889	-0.050	-0.004	4.951	0.000	-0.013
1.407	42.624	0.000	0.002	36.889	0.000	0.018	4.951	-0.050	-0.013
1.431	42.647	0.000	0.002	36.889	0.000	-0.004	4.951	-0.050	-0.013
1.454	42.647	-0.050	-0.020	36.867	0.000	-0.004	4.929	0.000	0.009
1.477	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.501	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.523	42.647	-0.050	0.002	36.867	0.000	0.018	4.951	-0.050	-0.013
1.547	42.624	0.000	0.002	36.867	-0.050	-0.004	4.951	0.000	-0.013
1.570	42.624	0.000	-0.020	36.889	0.000	-0.004	4.929	0.000	0.009
1.593	42.624	0.050	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.617	42.647	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	0.009
1.641	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	0.009
1.663	42.624	-0.050	-0.020	36.889	0.000	-0.004	4.951	0.000	0.009
1.686	42.624	0.000	0.002	36.867	0.000	0.018	4.929	0.000	0.009
1.709	42.624	0.000	0.002	36.889	-0.035	-0.004	4.929	0.000	0.009
1.732	42.647	0.000	-0.020	36.889	0.000	-0.004	4.951	0.000	0.009
1.756	42.647	0.000	-0.020	36.889	0.000	0.018	4.929	0.000	-0.013
1.779	42.624	0.000	0.002	36.867	0.000	-0.004	4.929	-0.050	-0.013
1.803	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.825	42.624	0.000	-0.020	36.867	0.000	0.018	4.929	0.000	0.009
1.849	42.647	-0.050	-0.020	36.867	0.000	-0.004	4.922	0.000	0.011
1.872	42.624	0.000	-0.020	36.867	0.050	0.018	4.929	0.000	0.009
1.896	42.647	0.000	0.002	36.867	0.000	0.018	4.929	0.000	0.009
1.920	42.624	0.000	-0.020	36.867	0.000	-0.004	4.929	0.000	0.009
1.942	42.647	0.000	-0.020	36.889	0.050	0.018	4.929	0.000	0.009
1.966	42.647	0.000	0.002	36.889	-0.050	-0.004	4.929	0.000	0.009
1.989	42.624	0.000	-0.020	36.889	-0.050	-0.004	4.951	-0.050	-0.013
2.012	42.647	0.000	0.002	36.889	0.000	-0.004	4.929	0.050	-0.013
2.035	42.647	-0.050	-0.020	36.889	0.000	-0.004	4.929	0.000	0.009
2.058	42.647	0.000	-0.020	36.889	0.000	-0.004	4.929	0.000	0.009
2.082	42.647	0.000	-0.020	36.867	0.000	0.018	4.951	0.050	0.009
2.104	42.647	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
2.128	42.624	0.000	0.002	36.867	0.000	0.018	4.929	0.000	-0.013
2.151	42.647	0.000	-0.020	36.889	0.000	0.018	4.929	0.050	0.009
2.175	42.624	0.000	-0.020	36.889	-0.050	-0.004	4.951	0.000	-0.013
2.198	42.624	0.000	0.002	36.889	0.000	0.018	4.929	0.000	0.009
2.222	42.647	0.000	-0.020	36.889	0.000	-0.004	4.951	0.000	-0.013
2.245	42.624	0.000	-0.020	36.889	0.000	-0.004	4.951	0.000	-0.013
2.267	42.624	0.000	-0.020	36.889	0.000	-0.004	4.929	0.000	0.009
2.291	42.647	0.000	0.002	36.867	0.000	-0.004	4.951	0.050	0.009
2.314	42.624	0.000	0.002	36.889	0.000	0.018	4.951	0.000	-0.013
2.338	42.624	0.000	0.002	36.889	0.000	0.018	4.929	0.000	0.009
2.361	42.647	0.000	0.002	36.889	0.050	-0.004	4.951	0.050	0.009
2.385	42.647	-0.050	-0.020	36.889	0.000	-0.004	4.929	-0.050	-0.013
2.408	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
2.431	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
2.454	42.624	0.000	-0.020	36.889	-0.050	0.018	4.951	0.000	-0.013
2.476	42.624	0.000	0.002	36.867	0.000	0.018	4.951	0.000	-0.013
2.500	42.624	0.000	0.002	36.867	0.000	0.018	4.951	0.000	-0.013
2.522	42.624	0.050	0.002	36.867	0.000	-0.004	4.929	0.050	0.009
2.546	42.647	-0.050	-0.020	36.889	0.000	-0.004	4.951	0.000	0.009
2.569	42.647	-0.050	0.002	36.867	0.050	0.018	4.929	0.000	-0.013
2.592	42.647	-0.050	-0.020	36.889	0.000	-0.004	4.929	0.000	-0.013
2.615	42.624	0.050	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
2.638	42.624	-0.050	-0.020	36.889	0.000	0.018	4.929	0.050	-0.013
2.661	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
2.683	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	0.009
2.708	42.624	0.000	0.002	36.889	0.000	0.018	4.951	0.000	-0.013
2.731	42.624	0.050	0.002	36.867	0.050	0.018	4.929	0.000	0.009
2.755	42.624	0.050	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
2.778	42.647	0.000	-0.020	36.889	0.000	-0.004	4.929	0.000	0.011
2.805	42.647	0.000	0.031	36.911	-0.050	0.160	4.882	-0.005	0.082
2.828	42.700	0.000	0.238	36.867	-0.050	0.387	4.560	-0.030	0.398
2.850	42.669	-0.050	0.347	36.611	0.000	0.611	4.020	-0.025	0.931
2.872	42.509	0.000	0.462	36.362	-0.030	0.884	3.333	-0.025	1.587
2.896	42.324	0.000	0.587	36.022	-0.010	1.049	2.658	-0.025	2.093
2.918	42.169	0.000	0.647	35.693	0.000	1.176	2.082	-0.030	2.429
2.941	41.922	-0.015	0.687	35.369	-0.010	1.207	1.573	-0.025	2.547
2.964	41.651	-0.045	0.667	34.956	-0.055	1.149	1.029	-0.020	2.511
2.986	41.227	-0.020	0.676	34.347	-0.010	1.100	0.331	-0.020	2.400
3.009	40.658	-0.010	0.622	33.611	-0.020	1.051	-0.558	-0.060	2.291
3.030	39.920	-0.025	0.602	32.533	-0.050	1.031	-1.660	-0.055	2.218
3.053	39.011	-0.050	0.551	31.136	-0.050	1.058	-2.920	-0.050	2.153
3.075	37.853	-0.050	0.489	29.456	-0.105	1.087	-4.460	-0.085	2.122
3.098	36.398	-0.065	0.420	27.473	-0.080	1.116	-6.227	-0.080	2.169
3.120	34.633	-0.085	0.442	25.049	-0.136	1.176	-7.967	-0.060	2.191
3.142	32.336	-0.100	0.518	22.362	-0.131	1.231	-9.578	-0.075	2.111
3.165	30.762	-0.146	0.598	19.513	-0.115	1.218	-10.927	-0.025	2.038
3.187	26.831	-0.151	0.718	16.089	-0.131	1.220	-11.956	-0.035	1.900
3.210	23.531	-0.161	0.762	12.904	-0.161	1.211	-12.422	-0.015	1.793
3.232	20.136	-0.161	0.731	9.336	-0.166	1.262	-12.149	0.030	1.700
3.255	16.060	-0.171	0.678	6.144	-0.176	1.409	-11.091	0.075	1.660
3.276	12.002	-0.191	0.618	3.282	-0.115	1.544	-8.902	0.115	1.709
3.300	7.916	-0.206	0.547	1.118	-0.080	1.640	-5.822	0.151	1.813
3.321	3.409	-0.186	0.480	-0.318	-0.065	1.633	-1.922	0.206	2.040
3.344	0.802	-0.171	0.420	-0.811	0.000	1.551	2.698	0.206	2.256
3.366	-4.191	-0.151	0.402	-0.458	0.000	1.396	7.887	0.246	2.411
3.388	-6.931	-0.105	0.418	0.651	0.030	1.138	13.109	0.246	2.482
3.411	-8.809	-0.065	0.422	2.202	0.100	0.920	18.251	0.171	2.453
3.433	-9.460	-0.040	0.473	3.993	0.050	0.773	23.158	0.186	2.442
3.456	-9.676	0.020	0.636	6.011	0.100	0.729	27.396	0.201	2.420
3.477	-8.876	0.045	0.789	7.911	0.075	0.811	31.144	0.161	2.382
3.500	-7.478	0.075	0.956	9.860	0.120	0.889	34.476	0.136	2.384
3.522	-5.793	0.075	1.031	11.598	0.065	1.056	37.058	0.131	2.393
3.544	-3.442	0.100	1.091	13.264	0.105	1.322	39.342	0.080	2.431
3.567	-1.460	0.090	1.078	14.696	0.040	1.476	41.278	0.080	2.451
3.590	0.873	0.075	0.967	16.133	0.075	1.582	42.842	0.075	2.458
3.614	2.967	0.070	0.840	17.498	0.055	1.684	44.149	0.055	2.487
3.638	4.709	0.075	0.736	18.498	0.005	1.700	45.122	0.040	2.513
3.661	6.142	0.055	0.627	19.389	0.040	1.691	45.873	0.040	2.527
3.687	7.536	0.045	0.496	20.193	0.085	1.664	46.522	0.020	2.484
3.710	8.376	0.035	0.407	20.720	0.020	1.629	46.924	0.020	2.453
3.731	8.980	0.030	0.367	21.102	0.015	1.562	47.173	0.000	2.438
3.754	9.367	0.015	0.362	21.356	0.035	1.480	47.329	0.000	2.424
3.775	9.567	0.000	0.378	21.560	0.020	1.440	47.396	0.000	2.471
3.798	9.624	0.000	0.413	21.691	0.000	1.369	47.396	0.000	2.493
3.819	9.624	0.000	0.444	21.733	0.000	1.327	47.351	0.000	2.520
3.842	9.602	0.000	0.489	21.800	-0.050	1.260	47.351	0.000	2.562
3.863	9.580	0.000	0.489	21.871	-0.065	1.200	47.329	0.000	2.562
3.887	9.580	0.000	0.511	21.867	0.000	1.193	47.351	-0.050	2.540
3.909	9.580	0.000	0.489	21.889	0.000	1.171	47.373	0.000	2.518
3.933	9.602	0.000	0.511	21.889	0.000	1.171	47.396	0.050	2.518
3.954	9.580	0.000	0.511	21.889	0.000	1.171	47.396	0.000	2.496
3.975	9.602	0.000	0.489	21.889	0.000	1.171	47.418	0.000	2.473
3.997	9.602	0.000	0.511	21.889	0.000	1.149	47.440	0.050	2.473
4.018	9.602	0.000	0.489	21.889	0.050	1.171	47.440	0.000	2.451
4.041	9.602	0.000	0.489	21.911	0.000	1.149	47.440	0.000	2.451
4.062	9.602	0.000	0.489	21.911	0.000	1.149	47.462	-0.050	2.429
4.085	9.580	0.000	0.511	21.911	0.050	1.149	47.462	0.000	2.429
4.106	9.602	0.000	0.511	21.933	0.000	1.149	47.484	0.050	2.429
4.128	9.602	0.000	0.489	21.933	0.000	1.127	47.484	0.050	2.429
4.150	9.624	0.000	0.467	21.933	0.000	1.127	47.484	0.000	2.407
4.172	9.602	0.050	0.489	21.956	0.000	1.127	47.484	0.000	2.407
4.194	9.602	0.000	0.489	21.933	0.050	1.104	47.484	0.000	2.407
4.216	9.624	-0.050	0.467	21.956	-0.050	1.104	47.507	0.000	2.384
4.238	9.624	0.000	0.467	21.978	-0.050	1.104	47.507	-0.050	2.384
4.260	9.602	0.000	0.467	21.956	0.000	1.104	47.507	0.000	2.384
4.281	9.624	0.000	0.467	21.978	-0.050	1.104	47.529	-0.025	2.384
4.303	9.624	0.000	0.467	21.956	0.050	1.082	47.507	0.000	2.362
4.325	9.602	0.050	0.489	21.978	0.000	1.082	47.529	0.000	2.362
4.347	9.624	0.000	0.489	21.978	0.000	1.082	47.529	0.000	2.340
4.368	9.624	0.000	0.467	21.978	0.000	1.082	47.551	0.000	2.340
4.391	9.624	0.000	0.467	22.000	0.000	1.082	47.551	0.000	2.340
4.412	9.624	0.000	0.467	22.000	0.000	1.060	47.573	0.000	2.318
4.433	9.624	0.000	0.467	22.022	0.000	1.060	47.573	0.000	2.318
4.456	9.602	0.000	0.489	22.000	0.000	1.060	47.573	0.000	2.296
4.477	9.642	0.005	0.467	22.022	0.000	1.051	47.573	0.050	2.296
4.499	9.624	0.000	0.444	22.033	0.000	1.038	47.618	-0.050	2.296
4.520	9.647	0.000	0.444	22.044	-0.050	1.038	47.596	0.000	2.273
4.543	9.647	0.000	0.444	22.022	0.000	1.016	47.618	0.000	2.273
4.564	9.647	0.000	0.444	22.022	0.000	1.038	47.618	0.000	2.273
4.587	9.647	0.000	0.444	22.044	0.000	1.016	47.640	0.000	2.251
4.608	9.669	0.000	0.422	22.044	0.000	1.016	47.640	0.025	2.251
4.631	9.647	0.000	0.444	22.044	0.000	1.016	47.640	0.000	2.251
4.652	9.669	0.000	0.422	22.044	0.000	1.016	47.640	0.000	2.251
4.674	9.647	0.000	0.422	22.044	0.000	1.016	47.662	0.000	2.229
4.695	9.669	0.000	0.422	22.044	0.050	0.993	47.662	0.000	2.229
4.718	9.647	0.000	0.444	22.053	0.025	0.993	47.662	0.050	2.229
4.740	9.669	0.000	0.422	22.067	0.000	0.993	47.684	0.000	2.207
4.762	9.669	0.050	0.422	22.089	-0.030	0.971	47.684	0.000	2.207
4.784	9.669	0.000	0.400	22.089	0.000	0.971	47.684	0.050	2.184
4.806	9.669	0.000	0.422	22.089	-0.030	0.971	47.707	0.000	2.184
4.827	9.691	0.000	0.400	22.089	0.050	0.949	47.707	0.000	2.184
4.849	9.669	0.050	0.400	22.089	0.000	0.971	47.729	0.000	2.162
4.871	9.691	0.000	0.400	22.111	0.000	0.949	47.729	0.000	2.162
4.893	9.691	0.000	0.400	22.089	0.050	0.949	47.729	0.000	2.162
4.915	9.669	0.000	0.422	22.111	0.000	0.971	47.729	0.000	2.140
4.936	9.669	0.000	0.422	22.111	0.000	0.949	47.751	0.000	2.140
4.958	9.691	0.000	0.400	22.133	0.000	0.927	47.751	0.000	2.140
4.979	9.691	0.000	0.384	22.133	0.000	0.927	47.773	0.000	2.118
5.002	9.691	0.000	0.400	22.133	0.000	0.927	47.773	0.000	2.140
5.023	9.691	0.000	0.400	22.133	0.000	0.927	47.773	0.000	2.118
5.045	9.713	0.000	0.378	22.133	0.050	0.927	47.773	0.050	2.118
5.066	9.691	0.000	0.400	22.133	0.000	0.927	47.796	0.000	2.096
5.089	9.713	0.000	0.378	22.156	0.000	0.904	47.818	-0.050	2.073
5.110	9.713	0.000	0.378	22.156	0.000	0.904	47.818	0.000	2.073
5.132	9.713	0.000	0.378	22.178	-0.050	0.904	47.818	0.000	2.073
5.153	9.713	0.000	0.378	22.156	0.000	0.904	47.818	-0.050	2.073
5.175	9.713	0.000	0.378	22.156	0.050	0.882	47.840	0.050	2.073
5.197	9.713	0.000	0.378	22.178	0.000	0.904	47.864	0.035	2.051
5.219	9.713	0.000	0.378	22.156	0.050	0.904	47.862	0.000	2.029
5.240	9.713	0.000	0.378	22.178	0.000	0.882	47.862	0.000	2.029
5.262	9.713	0.050	0.378	22.200	-0.050	0.882	47.862	0.050	2.029
5.283	9.713	0.000	0.378	22.178	0.000	0.882	47.862	0.050	2.029
5.306	9.736	0.000	0.378	22.178	0.030	0.882	47.862	0.050	2.007
5.327	9.736	-0.050	0.356	22.178	-0.050	0.860	47.884	0.000	2.007
5.349	9.736	0.000	0.356	22.200	0.050	0.860	47.884	-0.050	1.984
5.370	9.736	0.000	0.356	22.200	0.000	0.860	47.907	0.000	1.984
5.392	9.736	0.000	0.356	22.222	0.000	0.860	47.907	0.000	1.984
5.413	9.713	0.000	0.378	22.222	0.000	0.838	47.907	0.000	1.984
5.434	9.736	0.000	0.356	22.222	0.000	0.838	47.929	-0.050	1.962
5.457	9.736	0.000	0.356	22.200	0.050	0.838	47.929	0.000	1.962
5.478	9.736	0.000	0.356	22.222	0.050	0.860	47.929	0.050	1.962
5.500	9.758	0.000	0.333	22.253	0.000	0.804	47.951	-0.050	1.940
5.521	9.736	0.000	0.356	22.244	-0.050	0.816	47.951	0.000	1.940
5.543	9.758	-0.050	0.333	22.244	0.000	0.816	47.951	0.000	1.940
5.565	9.736	0.000	0.356	22.244	0.000	0.816	47.973	0.000	1.918
5.587	9.758	0.000	0.333	22.244	0.050	0.816	47.987	-0.030	1.918
5.608	9.758	0.000	0.333	22.267	-0.050	0.816	47.973	-0.050	1.896
5.631	9.758	0.000	0.333	22.244	0.000	0.793	47.996	0.000	1.896
5.652	9.758	0.000	0.356	22.267	-0.050	0.793	47.996	0.000	1.896
5.674	9.736	0.000	0.356	22.289	0.000	0.793	47.996	0.000	1.896
5.695	9.724	0.070	0.333	22.267	0.000	0.793	47.996	0.050	1.896
5.717	9.758	0.000	0.333	22.267	0.000	0.793	48.018	0.000	1.873
5.738	9.758	0.000	0.311	22.267	0.000	0.793	48.018	0.000	1.873
5.761	9.780	-0.050	0.333	22.267	0.000	0.793	48.040	-0.050	1.851
5.782	9.780	0.000	0.311	22.289	0.000	0.771	48.040	0.000	1.851
5.804	9.780	0.000	0.311	22.289	0.000	0.771	48.040	0.000	1.851
5.825	9.780	0.000	0.311	22.289	0.000	0.771	48.062	0.000	1.851
5.848	9.780	0.000	0.311	22.289	-0.030	0.771	48.062	0.000	1.829
5.869	9.780	0.000	0.311	22.289	-0.045	0.771	48.062	0.000	1.829
5.892	9.780	0.000	0.311	22.289	0.000	0.771	48.084	0.000	1.829
5.913	9.780	-0.050	0.311	22.289	0.000	0.771	48.062	0.000	1.807
5.934	9.780	0.000	0.311	22.289	0.050	0.771	48.084	0.000	1.807
5.956	9.802	0.000	0.289	22.289	0.000	0.749	48.084	0.000	1.807
5.978	9.780	0.000	0.311	22.311	0.000	0.771	48.107	0.000	1.784
6.000	9.780	0.000	0.311	22.311	0.000	0.749	48.107	0.000	1.784
6.022	9.780	0.000	0.311	22.311	0.000	0.749	48.107	0.000	1.784
6.044	9.802	0.000	0.289	22.311	0.000	0.727	48.107	0.000	1.784
6.065	9.802	0.000	0.289	22.311	0.000	0.749	48.107	0.000	1.784
6.088	9.802	0.000	0.289	22.333	-0.050	0.727	48.129	0.000	1.762
6.109	9.802	0.000	0.289	22.311	0.000	0.727	48.129	0.000	1.762
6.132	9.802	0.000	0.289	22.333	0.000	0.727	48.151	-0.050	1.762
6.153	9.780	0.000	0.311	22.333	0.000	0.727	48.151	0.000	1.740
6.175	9.802	0.000	0.289	22.333	0.000	0.727	48.151	0.050	1.740
6.196	9.802	0.000	0.289	22.333	0.000	0.704	48.189	0.000	1.718
6.219	9.802	0.000	0.289	22.333	0.000	0.704	48.173	-0.045	1.702
6.240	9.802	0.000	0.289	22.333	0.050	0.727	48.196	0.000	1.718
6.262	9.802	0.000	0.289	22.333	0.050	0.727	48.196	-0.050	1.696
6.283	9.802	0.000	0.289	22.356	0.000	0.693	48.196	0.000	1.696
6.306	9.802	0.000	0.289	22.356	0.025	0.704	48.196	0.000	1.696
6.326	9.802	0.000	0.289	22.356	0.035	0.704	48.196	0.000	1.696
6.349	9.802	0.000	0.289	22.356	0.050	0.704	48.218	0.000	1.696
6.370	9.824	0.000	0.289	22.356	0.000	0.704	48.218	0.000	1.673
6.392	9.824	0.000	0.267	22.378	-0.050	0.682	48.218	0.000	1.673
6.413	9.824	0.000	0.289	22.378	-0.030	0.682	48.218	-0.050	1.673
6.435	9.824	0.000	0.267	22.378	0.000	0.682	48.240	0.050	1.651
6.457	9.824	0.000	0.267	22.400	0.000	0.682	48.240	0.000	1.651
6.478	9.824	0.000	0.267	22.378	0.000	0.682	48.240	-0.050	1.651
6.500	9.824	0.000	0.267	22.400	0.000	0.682	48.262	-0.050	1.629
6.521	9.824	0.000	0.267	22.378	0.050	0.682	48.262	0.000	1.629
6.544	9.824	0.000	0.267	22.400	0.000	0.660	48.284	0.000	1.629
6.565	9.824	0.000	0.267	22.400	0.000	0.660	48.284	0.000	1.607
6.587	9.824	0.000	0.267	22.411	0.050	0.682	48.262	0.050	1.629
6.608	9.824	0.000	0.267	22.400	0.000	0.638	48.284	0.000	1.607
6.630	9.824	0.000	0.267	22.400	0.000	0.627	48.307	0.000	1.584
6.651	9.847	0.000	0.244	22.400	0.000	0.638	48.284	0.000	1.584
6.673	9.824	0.050	0.244	22.422	-0.050	0.660	48.307	-0.035	1.584
6.694	9.847	0.000	0.244	22.422	0.000	0.638	48.307	0.000	1.584
6.716	9.847	0.000	0.244	22.422	0.000	0.638	48.329	0.000	1.562
6.737	9.847	0.000	0.244	22.444	-0.050	0.638	48.329	0.000	1.562
6.759	9.847	0.000	0.244	22.444	0.000	0.616	48.351	0.000	1.540
6.780	9.847	0.000	0.244	22.422	0.000	0.638	48.351	0.000	1.540
6.802	9.847	0.000	0.244	22.444	-0.050	0.638	48.351	0.000	1.540
6.823	9.847	-0.050	0.244	22.422	0.000	0.638	48.351	0.050	1.540
6.845	9.847	0.000	0.244	22.422	0.050	0.638	48.351	0.000	1.540
6.866	9.847	0.000	0.244	22.422	0.000	0.629	48.351	0.050	1.518
6.890	9.847	0.000	0.244	22.429	0.000	0.616	48.373	0.000	1.518
6.911	9.847	0.000	0.244	22.444	0.000	0.616	48.373	0.000	1.518
6.933	9.847	0.000	0.222	22.444	0.000	0.593	48.396	0.050	1.518
6.955	9.847	0.000	0.244	22.467	-0.050	0.616	48.396	0.050	1.518
6.976	9.869	-0.050	0.244	22.444	0.000	0.616	48.396	0.000	1.496
6.999	9.869	0.000	0.244	22.467	0.000	0.593	48.396	0.000	1.496
7.021	9.869	0.000	0.244	22.467	0.000	0.593	48.418	-0.050	1.496
7.043	9.869	0.000	0.222	22.467	0.000	0.627	48.418	0.000	1.496
7.065	9.869	0.000	0.222	22.489	0.000	0.571	48.418	0.050	1.496
7.087	9.847	0.000	0.244	22.489	-0.050	0.571	48.418	0.000	1.473
7.108	9.869	0.000	0.222	22.489	-0.050	0.571	48.440	0.000	1.473
7.131	9.851	-0.015	0.222	22.467	0.050	0.593	48.440	0.000	1.451
7.153	9.869	0.000	0.222	22.489	-0.050	0.593	48.462	0.000	1.451
7.175	9.869	0.000	0.222	22.467	0.050	0.593	48.440	0.000	1.429
7.197	9.869	0.000	0.222	22.489	-0.050	0.571	48.462	0.000	1.429
7.220	9.891	0.000	0.200	22.489	0.000	0.571	48.462	0.000	1.429
7.242	9.891	0.000	0.200	22.489	0.000	0.571	48.462	0.000	1.407
7.265	9.869	0.000	0.200	22.489	0.000	0.571	48.484	-0.035	1.407
7.287	9.891	0.000	0.200	22.489	0.050	0.571	48.484	0.000	1.396
7.309	9.891	0.000	0.200	22.511	0.000	0.549	48.498	0.020	1.407
7.332	9.891	0.000	0.200	22.511	0.000	0.549	48.507	0.000	1.384
7.353	9.869	0.000	0.200	22.489	0.050	0.549	48.507	0.000	1.384
7.376	9.891	0.000	0.200	22.511	0.000	0.549	48.507	0.050	1.384
7.398	9.891	0.000	0.200	22.489	0.000	0.549	48.529	0.050	1.384
7.421	9.891	0.000	0.200	22.511	0.000	0.549	48.529	0.000	1.362
7.443	9.891	0.000	0.200	22.489	0.000	0.571	48.529	0.000	1.362
7.466	9.891	0.000	0.200	22.511	0.000	0.549	48.551	0.000	1.340
7.488	9.891	0.000	0.200	22.511	0.000	0.549	48.551	0.000	1.340
