Writing PVE Log data!
Sample Time:25
------------

time(s)	P1	V1	E1	P2	V2	E2	P3	V3	E3
1.088	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	-0.050	-0.013
1.128	42.624	0.000	0.002	36.867	0.000	-0.004	4.951	0.000	-0.013
1.164	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	-0.050	-0.013
1.200	42.647	-0.050	0.002	36.889	0.000	0.018	4.951	0.000	0.009
1.236	42.624	0.050	0.002	36.889	0.000	-0.004	4.929	-0.050	0.009
1.273	42.624	0.000	-0.020	36.889	0.000	-0.004	4.951	0.000	0.009
1.309	42.624	0.000	0.002	36.889	0.025	0.018	4.929	0.000	0.009
1.345	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.382	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.418	42.624	0.000	-0.020	36.889	0.000	-0.004	4.951	0.050	0.009
1.454	42.624	0.000	0.002	36.889	-0.050	-0.004	4.951	0.000	-0.013
1.490	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	-0.050	0.009
1.526	42.624	0.000	0.002	36.889	0.000	0.018	4.929	0.050	0.009
1.562	42.624	0.050	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.597	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.633	42.624	0.050	0.002	36.889	-0.050	-0.004	4.929	0.000	-0.013
1.668	42.624	0.000	0.002	36.889	0.000	0.018	4.929	0.000	-0.013
1.704	42.624	0.000	0.002	36.867	0.000	0.018	4.951	0.000	-0.013
1.739	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.774	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	0.009
1.811	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.846	42.624	0.050	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
1.882	42.624	0.000	-0.020	36.889	0.000	-0.004	4.951	-0.050	-0.013
1.917	42.624	0.000	-0.020	36.889	0.050	-0.004	4.929	0.000	0.009
1.952	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	0.009
1.988	42.624	0.000	0.002	36.889	0.000	-0.004	4.918	0.075	0.020
2.023	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
2.048	42.647	-0.050	-0.020	36.889	0.000	-0.004	4.951	0.000	0.009
2.083	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.050	0.009
2.119	42.624	0.000	0.002	36.867	-0.050	0.018	4.951	0.000	0.009
2.154	42.624	0.000	0.002	36.889	0.050	0.018	4.951	0.000	-0.013
2.190	42.624	0.000	0.002	36.889	0.000	-0.031	4.951	-0.050	-0.013
2.226	42.647	-0.050	-0.020	36.889	0.000	-0.004	4.951	-0.050	-0.013
2.262	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
2.298	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	-0.050	0.009
2.333	42.624	0.050	0.002	36.889	0.000	-0.004	4.951	0.000	0.009
2.369	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.027
2.405	42.624	0.000	0.002	36.889	0.000	0.018	4.929	0.000	0.009
2.441	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
2.478	42.624	0.000	0.002	36.889	0.000	0.018	4.929	0.000	0.009
2.513	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	-0.013
2.550	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	-0.050	-0.013
2.585	42.624	0.000	0.002	36.867	-0.050	0.018	4.951	0.000	-0.013
2.621	42.624	0.000	0.002	36.867	0.050	-0.004	4.929	0.000	-0.013
2.658	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	-0.013
2.693	42.624	0.000	0.002	36.889	0.000	0.018	4.929	0.000	0.009
2.729	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
2.765	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.050	-0.013
2.801	42.624	0.000	-0.020	36.889	0.000	-0.004	4.951	-0.050	-0.013
2.837	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	-0.050	-0.013
2.873	42.624	0.000	0.002	36.889	0.050	0.018	4.929	0.000	0.009
2.909	42.624	0.000	0.002	36.889	-0.050	-0.004	4.951	0.000	0.009
2.944	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	-0.013
2.981	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	-0.050	-0.013
3.017	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
3.053	42.624	0.000	0.002	36.889	-0.050	-0.004	4.929	0.000	0.009
3.091	42.624	0.000	0.002	36.889	-0.050	-0.004	4.929	0.000	0.009
3.126	42.624	0.000	0.002	36.889	-0.050	-0.004	4.951	0.050	0.009
3.161	42.624	0.000	-0.020	36.889	0.000	-0.004	4.951	0.000	-0.013
3.198	42.624	0.050	0.002	36.889	0.000	-0.004	4.951	-0.050	-0.013
3.233	42.624	0.000	0.002	36.889	0.050	-0.004	4.951	0.000	0.009
3.270	42.647	-0.050	0.002	36.889	0.000	-0.004	4.951	0.000	0.009
3.306	42.647	0.000	-0.020	36.889	0.000	-0.004	4.951	0.000	-0.013
3.342	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
3.377	42.624	0.000	-0.020	36.889	0.000	-0.004	4.929	0.000	0.009
3.413	42.647	-0.050	-0.020	36.889	0.050	0.018	4.929	0.000	0.009
3.448	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
3.484	42.624	0.000	0.002	36.889	0.000	0.018	4.929	0.000	-0.013
3.520	42.624	0.000	-0.020	36.889	0.000	0.018	4.929	-0.050	-0.013
3.556	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
3.592	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
3.627	42.624	0.000	0.002	36.867	0.000	-0.004	4.951	0.000	-0.013
3.663	42.624	0.000	-0.020	36.889	-0.050	-0.004	4.951	0.000	-0.013
3.698	42.624	0.000	0.002	36.889	-0.050	-0.004	4.951	0.000	-0.013
3.734	42.624	0.000	0.002	36.889	-0.050	-0.004	4.951	0.000	-0.013
3.770	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	-0.040	0.009
3.805	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	0.009
3.841	42.624	0.050	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
3.878	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	-0.013
3.914	42.624	0.000	0.002	36.889	0.000	-0.004	4.929	0.000	-0.013
3.939	42.624	0.000	0.002	36.889	0.000	-0.004	4.951	0.000	0.009
3.970	42.647	0.000	0.011	36.889	0.000	0.100	4.929	0.050	0.049
4.005	42.678	0.000	0.320	36.733	-0.020	0.476	4.362	-0.025	0.600
4.040	42.413	0.000	0.553	36.247	-0.035	0.960	3.178	-0.090	1.702
4.074	42.073	-0.015	0.760	35.576	-0.010	1.313	1.918	-0.010	2.624
4.110	41.656	-0.020	0.842	34.944	-0.020	1.451	0.916	-0.040	3.000
4.146	41.036	-0.020	0.831	34.051	-0.025	1.427	-0.216	-0.070	2.964
4.180	40.078	-0.035	0.782	32.682	-0.070	1.396	-1.678	-0.025	2.816
4.216	38.700	-0.060	0.709	30.576	-0.090	1.407	-3.640	-0.055	2.638
4.250	36.644	-0.075	0.624	27.753	-0.090	1.458	-6.131	-0.115	2.616
4.285	33.791	-0.100	0.727	24.104	-0.125	1.567	-8.731	-0.085	2.551
4.320	29.996	-0.115	0.927	19.542	-0.161	1.576	-11.022	-0.085	2.367
4.356	25.060	-0.161	1.151	14.420	-0.151	1.576	-12.416	-0.015	2.069
4.391	19.649	-0.166	1.153	9.153	-0.151	1.589	-12.256	0.040	1.787
4.426	13.540	-0.201	1.024	4.320	-0.151	1.698	-9.987	0.080	1.598
4.461	6.731	-0.196	0.849	0.762	-0.095	1.702	-5.127	0.146	1.618
4.496	0.302	-0.181	0.609	-0.658	-0.020	1.493	1.473	0.206	1.971
4.531	-4.938	-0.141	0.407	-0.100	0.040	1.200	9.251	0.201	2.342
4.566	-8.407	-0.060	0.242	1.931	0.065	0.878	17.109	0.261	2.584
4.601	-9.542	-0.010	0.284	4.776	0.045	0.778	24.456	0.176	2.784
4.636	-8.713	0.070	0.600	7.627	0.105	0.971	30.451	0.151	2.873
4.670	-6.513	0.080	0.927	10.560	0.085	1.164	35.116	0.070	2.931
4.706	-3.467	0.080	1.129	13.133	0.025	1.584	38.922	0.110	2.969
4.741	-0.162	0.085	1.231	15.313	0.075	1.851	41.784	0.055	2.929
4.775	2.780	0.085	1.142	17.144	0.075	2.022	43.829	0.020	2.847
4.811	5.202	0.045	1.067	18.671	0.025	2.069	45.289	0.030	2.796
4.846	7.120	0.055	0.909	19.809	0.015	2.020	46.273	0.075	2.698
4.881	8.356	0.030	0.769	20.556	0.015	1.969	46.896	0.000	2.609
4.915	9.013	0.005	0.733	21.000	0.005	1.891	47.233	0.010	2.556
4.950	9.224	0.045	0.764	21.269	0.010	1.778	47.307	-0.050	2.569
4.984	9.344	0.000	0.744	21.520	-0.025	1.538	47.356	0.000	2.544
5.019	9.796	0.035	0.413	22.342	0.010	0.736	47.700	0.050	2.153
5.056	10.724	0.015	-0.578	23.329	0.025	-0.220	48.078	0.000	1.791
5.081	11.258	0.010	-1.056	23.602	0.005	-0.540	48.129	-0.050	1.784
5.116	11.713	0.050	-1.578	23.644	-0.050	-0.584	47.996	-0.050	1.896
5.142	11.847	0.000	-1.744	23.544	-0.005	-0.484	47.884	0.000	2.007
5.177	11.802	0.000	-1.733	23.444	0.000	-0.384	47.818	0.000	2.051
5.212	11.629	-0.035	-1.567	23.400	0.050	-0.340	47.900	-0.035	1.984
5.247	11.536	0.000	-1.467	23.422	0.000	-0.362	47.996	0.000	1.896
5.281	11.447	0.000	-1.356	23.422	0.000	-0.362	48.062	0.000	1.829
5.317	11.402	0.000	-1.333	23.422	0.000	-0.362	48.107	0.000	1.784
5.353	11.402	0.000	-1.333	23.400	0.000	-0.340	48.084	-0.050	1.784
5.388	11.447	0.025	-1.356	23.400	0.000	-0.362	48.062	-0.050	1.807
5.423	11.469	0.000	-1.378	23.422	0.000	-0.362	48.040	0.050	1.851
5.458	11.447	0.000	-1.356	23.422	0.000	-0.362	48.062	0.000	1.851
5.493	11.447	0.000	-1.356	23.422	-0.050	-0.362	48.062	0.000	1.829
5.527	11.424	0.000	-1.356	23.400	0.000	-0.340	48.107	0.000	1.784
5.563	11.424	0.000	-1.333	23.400	0.000	-0.340	48.129	0.000	1.762
5.598	11.402	0.000	-1.311	23.400	0.000	-0.362	48.107	0.050	1.762
5.632	11.402	0.000	-1.311	23.400	0.000	-0.340	48.129	0.000	1.762
5.667	11.402	0.000	-1.311	23.422	0.000	-0.340	48.129	0.000	1.740
5.702	11.402	0.000	-1.311	23.400	0.000	-0.340	48.162	0.000	1.762
5.736	11.380	0.000	-1.289	23.400	0.000	-0.340	48.151	0.000	1.740
5.772	11.380	0.000	-1.289	23.400	0.030	-0.362	48.173	-0.050	1.740
5.807	11.380	0.000	-1.289	23.378	0.050	-0.340	48.173	0.000	1.718
5.842	11.358	0.000	-1.267	23.400	0.000	-0.340	48.196	0.000	1.718
5.877	11.358	0.000	-1.267	23.400	0.000	-0.340	48.196	0.000	1.696
5.912	11.304	0.075	-1.220	23.378	0.000	-0.340	48.218	0.000	1.696
5.947	11.313	0.000	-1.222	23.378	0.050	-0.340	48.240	0.000	1.673
5.982	11.313	0.000	-1.222	23.400	-0.050	-0.340	48.240	0.000	1.651
6.018	11.313	0.000	-1.222	23.378	0.025	-0.307	48.262	0.050	1.629
6.053	11.291	0.000	-1.200	23.400	0.000	-0.340	48.262	0.000	1.629
6.089	11.291	-0.050	-1.200	23.378	0.000	-0.318	48.262	0.000	1.629
6.124	11.291	0.000	-1.200	23.378	-0.030	-0.318	48.262	0.000	1.629
6.159	11.269	0.000	-1.178	23.378	0.000	-0.318	48.284	-0.050	1.607
6.194	11.247	0.000	-1.156	23.378	0.000	-0.318	48.307	0.000	1.607
6.230	11.269	-0.050	-1.178	23.378	0.000	-0.296	48.307	0.000	1.584
6.265	11.247	-0.030	-1.156	23.378	0.000	-0.296	48.307	0.000	1.584
6.300	11.224	0.000	-1.156	23.378	0.000	-0.296	48.307	0.050	1.562
6.335	11.224	0.000	-1.133	23.378	0.000	-0.296	48.329	0.000	1.549
6.369	11.224	0.000	-1.133	23.356	0.000	-0.318	48.351	0.000	1.540
6.404	11.202	0.000	-1.111	23.356	0.000	-0.296	48.351	0.000	1.540
6.440	11.202	0.000	-1.111	23.378	0.000	-0.313	48.351	0.050	1.518
6.475	11.202	0.000	-1.111	23.356	0.000	-0.296	48.373	0.050	1.518
6.509	11.180	0.000	-1.089	23.378	0.000	-0.296	48.373	0.000	1.518
6.544	11.180	0.000	-1.089	23.356	0.000	-0.296	48.373	0.000	1.518
6.579	11.158	0.000	-1.067	23.356	0.000	-0.296	48.418	0.000	1.473
6.614	11.158	0.000	-1.067	23.356	0.000	-0.296	48.418	0.000	1.473
6.648	11.144	-0.005	-1.067	23.356	0.000	-0.296	48.418	0.000	1.473
6.684	11.136	0.000	-1.044	23.333	0.000	-0.273	48.418	0.000	1.451
6.719	11.136	0.000	-1.044	23.356	0.000	-0.296	48.440	0.000	1.451
6.753	11.136	0.000	-1.044	23.333	0.000	-0.296	48.462	-0.050	1.451
6.788	11.113	0.000	-1.022	23.333	0.000	-0.296	48.462	0.000	1.429
6.822	11.113	0.000	-1.022	23.356	-0.050	-0.296	48.462	0.050	1.418
6.856	11.113	0.000	-1.022	23.333	0.000	-0.273	48.484	0.000	1.407
6.892	11.113	0.000	-1.022	23.356	0.000	-0.296	48.484	0.000	1.420
6.927	11.113	0.000	-1.022	23.356	0.000	-0.260	48.504	0.000	1.407
6.961	11.078	-0.005	-1.000	23.333	0.050	-0.296	48.489	-0.030	1.384
6.997	11.069	0.000	-0.978	23.333	0.000	-0.273	48.507	0.000	1.384
7.032	11.069	0.000	-0.978	23.333	0.000	-0.273	48.507	0.050	1.362
7.066	11.069	0.000	-0.978	23.333	0.000	-0.273	48.529	0.000	1.362
7.101	11.069	0.000	-0.956	23.333	0.000	-0.273	48.551	0.000	1.362
7.136	11.047	0.000	-0.956	23.302	0.000	-0.256	48.551	0.000	1.340
7.171	11.047	0.000	-0.956	23.333	0.050	-0.251	48.551	0.050	1.318
7.204	11.047	0.000	-0.956	23.333	0.000	-0.273	48.573	0.000	1.318
7.239	11.024	0.000	-0.933	23.311	0.000	-0.251	48.573	0.000	1.300
7.274	11.024	0.000	-0.933	23.311	0.050	-0.251	48.573	0.000	1.296
7.309	11.002	0.050	-0.933	23.311	0.050	-0.251	48.618	0.000	1.273
7.344	11.002	0.000	-0.911	23.311	0.000	-0.251	48.618	0.000	1.273
7.379	11.002	0.000	-0.911	23.311	0.000	-0.273	48.618	0.025	1.273
7.413	10.980	0.000	-0.889	23.333	-0.050	-0.251	48.618	-0.050	1.273
7.448	10.980	0.000	-0.889	23.333	0.000	-0.251	48.640	0.000	1.251
7.483	10.980	0.000	-0.889	23.311	0.025	-0.251	48.640	-0.050	1.251
7.518	10.980	-0.050	-0.889	23.311	0.000	-0.251	48.662	0.000	1.229
7.554	10.980	0.000	-0.867	23.311	0.000	-0.251	48.662	0.000	1.229
7.588	10.958	0.000	-0.867	23.311	0.000	-0.251	48.684	0.000	1.207
7.623	10.958	0.000	-0.867	23.311	0.000	-0.251	48.684	0.000	1.207
7.657	10.936	0.000	-0.844	23.289	0.000	-0.251	48.684	0.000	1.207
7.692	10.936	0.000	-0.844	23.311	0.000	-0.251	48.707	0.000	1.184
7.727	10.936	0.000	-0.844	23.311	0.000	-0.251	48.707	0.000	1.184
7.762	10.936	0.000	-0.822	23.311	0.000	-0.251	48.707	0.000	1.184
7.797	10.913	0.000	-0.822	23.289	-0.050	-0.251	48.729	-0.050	1.162
7.831	10.913	0.000	-0.822	23.289	0.000	-0.229	48.751	0.000	1.162
7.866	10.913	0.000	-0.822	23.311	0.000	-0.251	48.751	0.000	1.140
7.900	10.913	0.000	-0.822	23.289	0.000	-0.229	48.751	0.000	1.140
7.936	10.891	0.000	-0.800	23.311	0.000	-0.251	48.751	0.000	1.162
7.971	10.891	0.000	-0.800	23.289	0.050	-0.229	48.751	0.050	1.140
8.009	10.891	0.000	-0.800	23.289	0.000	-0.229	48.773	0.000	1.118
8.044	10.891	0.000	-0.800	23.289	0.000	-0.251	48.773	0.050	1.118
8.079	10.869	0.000	-0.778	23.289	0.000	-0.229	48.796	0.000	1.096
8.114	10.869	0.000	-0.778	23.289	0.000	-0.229	48.818	-0.050	1.096
8.149	10.847	0.000	-0.756	23.289	0.000	-0.229	48.818	0.000	1.073
8.185	10.847	0.000	-0.756	23.289	0.000	-0.229	48.818	0.000	1.073
8.219	10.847	0.025	-0.756	23.289	0.000	-0.229	48.818	0.000	1.073
8.253	10.847	0.000	-0.733	23.289	0.000	-0.207	48.840	0.000	1.051
8.288	10.824	0.000	-0.733	23.289	-0.050	-0.207	48.840	0.025	1.051
8.323	10.824	0.000	-0.733	23.289	0.000	-0.229	48.840	-0.050	1.051
8.358	10.824	0.000	-0.733	23.289	-0.050	-0.229	48.862	-0.050	1.007
8.395	10.824	0.000	-0.733	23.267	0.000	-0.229	48.884	0.000	1.007
8.429	10.824	0.025	-0.733	23.267	0.000	-0.207	48.884	-0.030	1.007
8.465	10.824	0.000	-0.711	23.289	0.000	-0.229	48.884	0.000	0.993
8.499	10.802	0.000	-0.711	23.289	0.000	-0.207	48.884	0.050	1.007
8.535	10.802	0.000	-0.689	23.289	-0.050	-0.229	48.884	0.000	0.984
8.570	10.756	0.000	-0.671	23.267	0.000	-0.207	48.907	0.000	0.984
8.606	10.780	0.000	-0.689	23.251	0.000	-0.207	48.907	0.000	0.984
8.641	10.780	0.000	-0.689	23.289	-0.050	-0.207	48.942	-0.030	0.962
8.676	10.780	0.000	-0.689	23.289	-0.050	-0.229	48.929	0.000	0.962
8.710	10.758	0.000	-0.667	23.267	0.000	-0.207	48.951	0.000	0.962
8.745	10.758	0.000	-0.667	23.267	0.000	-0.207	48.951	0.000	0.940
8.780	10.758	0.000	-0.667	23.267	0.000	-0.207	48.973	0.000	0.940
8.815	10.736	0.050	-0.644	23.267	0.000	-0.207	48.960	0.000	0.918
8.851	10.736	0.000	-0.644	23.267	0.000	-0.207	48.973	0.000	0.918
8.886	10.736	0.000	-0.644	23.244	-0.050	-0.207	48.996	-0.050	0.918
8.921	10.736	0.000	-0.644	23.244	0.000	-0.207	48.996	0.000	0.896
8.955	10.713	0.000	-0.622	23.267	0.000	-0.184	48.996	0.000	0.896
8.980	10.713	0.000	-0.622	23.244	0.000	-0.184	49.018	0.000	0.873
9.015	10.713	0.000	-0.644	23.267	0.000	-0.207	48.996	0.045	0.896
9.050	10.713	0.000	-0.622	23.244	0.000	-0.184	49.040	-0.050	0.873
9.085	10.713	0.000	-0.622	23.244	0.000	-0.207	49.040	-0.050	0.873
9.120	10.713	0.000	-0.622	23.267	0.000	-0.207	49.040	0.000	0.864
9.155	10.713	-0.050	-0.622	23.244	0.000	-0.184	49.040	0.000	0.851
9.190	10.691	0.000	-0.600	23.244	0.050	-0.184	49.040	0.000	0.851
9.226	10.691	0.000	-0.600	23.267	0.000	-0.184	49.062	-0.055	0.851
9.260	10.691	0.000	-0.600	23.244	0.000	-0.184	49.040	0.050	0.829
9.295	10.691	0.000	-0.600	23.244	0.000	-0.184	49.062	0.000	0.829
9.330	10.669	0.000	-0.578	23.244	0.000	-0.184	49.062	0.000	0.829
9.365	10.669	0.000	-0.578	23.244	0.000	-0.184	49.062	0.000	0.829
9.400	10.647	0.000	-0.556	23.244	0.000	-0.162	49.071	0.000	0.807
9.436	10.647	0.000	-0.556	23.244	0.000	-0.184	49.107	0.000	0.784
