Writing PVE Log data!
Sample Time:25
------------

time(s)	P1	V1	E1	P2	V2	E2	P3	V3	E3
3.201	42.580	0.000	0.047	36.867	0.000	0.040	4.996	0.000	-0.080
3.236	42.580	0.000	0.047	36.867	0.000	0.018	5.018	0.000	-0.080
3.272	42.580	0.000	0.047	36.867	-0.050	0.018	4.996	0.000	-0.080
3.307	42.580	0.000	0.047	36.844	0.050	0.040	5.018	0.000	-0.080
3.344	42.580	0.000	0.047	36.838	-0.020	0.018	5.018	0.000	-0.080
3.379	42.580	0.000	0.047	36.867	0.000	0.040	5.018	0.050	-0.058
3.415	42.580	0.000	0.047	36.844	0.000	0.040	4.996	0.000	-0.058
3.450	42.580	0.000	0.047	36.867	0.000	0.040	4.996	-0.050	-0.080
3.485	42.580	0.000	0.047	36.844	0.000	0.018	4.996	0.050	-0.058
3.522	42.580	0.000	0.047	36.844	0.000	0.018	5.018	0.000	-0.058
3.558	42.580	0.000	0.047	36.844	0.000	0.018	4.996	0.000	-0.058
3.594	42.580	0.000	0.047	36.867	0.000	0.018	5.018	0.000	-0.080
3.629	42.580	0.000	0.047	36.867	-0.050	0.040	5.018	0.000	-0.058
3.665	42.580	0.000	0.047	36.867	0.050	0.018	4.996	0.000	-0.058
3.701	42.580	0.000	0.047	36.867	0.000	0.018	4.996	0.000	-0.058
3.737	42.602	-0.050	0.047	36.867	0.000	0.018	4.996	-0.050	-0.080
3.773	42.602	-0.050	0.024	36.844	0.050	0.018	4.996	0.000	-0.058
3.809	42.580	0.000	0.047	36.844	0.000	0.018	4.996	0.000	-0.080
3.845	42.580	0.000	0.047	36.867	0.000	0.031	4.996	0.000	-0.058
3.880	42.602	0.000	0.024	36.867	0.000	0.018	4.996	-0.050	-0.080
3.916	42.580	0.000	0.047	36.867	0.000	0.018	4.996	0.000	-0.058
3.951	42.602	0.000	0.047	36.867	0.000	0.018	4.996	0.000	-0.058
3.987	42.580	0.000	0.047	36.867	0.000	0.018	4.996	0.000	-0.058
4.023	42.602	-0.050	0.024	36.867	0.000	0.018	4.996	0.000	-0.058
4.059	42.602	0.000	0.024	36.867	0.000	0.002	4.973	0.000	-0.058
4.095	42.602	0.000	0.047	36.867	0.000	0.018	4.973	0.000	-0.058
4.130	42.580	0.000	0.024	36.867	0.000	0.018	4.996	0.000	-0.058
4.166	42.580	0.000	0.024	36.867	0.000	0.018	4.996	0.000	-0.058
4.201	42.602	0.000	0.024	36.867	0.000	0.018	4.996	0.000	-0.058
4.236	42.602	0.000	0.024	36.844	0.000	0.018	5.018	0.000	-0.058
4.273	42.602	0.000	0.047	36.867	0.000	0.018	4.996	0.000	-0.058
4.309	42.602	0.000	0.024	36.867	0.000	0.018	4.996	0.000	-0.058
4.346	42.602	0.000	0.024	36.844	0.050	0.018	4.996	0.000	-0.058
4.381	42.602	-0.050	0.024	36.867	0.000	0.018	4.996	0.000	-0.058
4.420	42.602	0.000	0.049	36.867	0.000	0.031	4.973	0.000	-0.029
4.446	42.616	0.000	0.118	36.867	-0.045	0.200	4.873	-0.015	0.087
4.481	42.598	-0.005	0.411	36.604	-0.020	0.593	4.067	-0.045	0.856
4.515	42.320	-0.010	0.640	36.069	-0.045	1.047	2.829	-0.030	1.956
4.549	41.962	-0.050	0.791	35.424	-0.035	1.389	1.669	-0.055	2.758
4.585	41.509	-0.020	0.856	34.733	-0.030	1.471	0.662	-0.045	2.978
4.620	40.833	-0.025	0.844	33.749	-0.045	1.429	-0.482	-0.050	2.896
4.654	39.778	-0.035	0.782	32.204	-0.085	1.400	-2.051	-0.060	2.736
4.689	38.273	-0.070	0.682	30.011	-0.100	1.413	-4.073	-0.070	2.587
4.723	36.151	-0.090	0.638	27.071	-0.075	1.471	-6.616	-0.075	2.598
4.758	33.044	-0.095	0.778	23.200	-0.105	1.596	-9.178	-0.090	2.489
4.792	29.062	-0.125	1.011	18.731	-0.141	1.582	-11.293	-0.060	2.278
4.827	24.200	-0.146	1.164	13.640	-0.161	1.564	-12.482	0.000	1.978
4.862	18.587	-0.151	1.140	8.244	-0.110	1.584	-12.009	0.030	1.691
4.898	12.178	-0.191	1.042	3.378	-0.105	1.713	-9.147	0.100	1.549
4.934	5.351	-0.181	0.833	0.362	-0.075	1.627	-3.947	0.166	1.629
4.969	-0.953	-0.176	0.638	-0.667	0.000	1.404	2.958	0.211	2.002
5.004	-6.020	-0.120	0.413	0.287	0.010	1.058	11.198	0.236	2.387
5.039	-8.920	-0.030	0.271	2.618	0.080	0.796	18.984	0.206	2.591
5.074	-9.560	0.045	0.360	5.391	0.085	0.778	25.731	0.201	2.780
5.108	-8.380	0.075	0.644	8.298	0.060	0.971	31.416	0.125	2.876
5.143	-5.940	0.080	1.024	11.104	0.050	1.216	35.984	0.125	2.900
5.177	-2.907	0.075	1.222	13.520	0.050	1.622	39.569	0.080	2.929
5.212	0.287	0.100	1.256	15.660	0.080	1.878	42.189	0.080	2.862
5.246	3.120	0.075	1.164	17.380	0.025	2.020	44.104	0.075	2.802
5.280	5.022	0.060	1.087	18.824	0.065	2.056	45.513	0.000	2.716
5.315	7.236	0.025	0.931	19.936	0.015	2.024	46.447	0.015	2.620
5.351	8.438	0.025	0.800	20.636	0.010	1.960	47.053	0.015	2.500
5.386	9.042	0.025	0.784	21.076	0.000	1.844	47.284	0.025	2.513
5.421	9.224	0.000	0.820	21.267	0.000	1.773	47.351	0.000	2.531
5.455	9.304	0.030	0.804	21.600	-0.030	1.460	47.396	0.000	2.496
5.489	9.876	0.020	0.227	22.467	0.000	0.547	47.816	0.015	2.093
5.524	10.820	0.030	-0.700	23.369	0.050	-0.307	48.129	-0.050	1.762
5.550	11.256	0.055	-1.100	23.644	0.000	-0.562	48.129	0.000	1.740
5.587	11.713	0.025	-1.569	23.622	0.000	-0.531	48.018	0.000	1.873
5.622	11.824	0.000	-1.733	23.489	0.000	-0.429	47.889	-0.005	2.000
5.656	11.713	0.000	-1.633	23.422	0.000	-0.362	47.884	-0.050	2.007
5.692	11.564	-0.055	-1.478	23.444	0.000	-0.384	47.973	0.000	1.918
5.727	11.447	0.000	-1.362	23.444	0.000	-0.384	48.062	0.025	1.829
5.762	11.389	-0.005	-1.298	23.422	0.000	-0.384	48.107	0.000	1.762
5.798	11.380	0.000	-1.289	23.422	0.000	-0.340	48.151	0.000	1.740
5.832	11.402	0.000	-1.311	23.400	0.050	-0.362	48.129	0.000	1.762
5.867	11.424	0.000	-1.311	23.422	0.000	-0.362	48.084	0.050	1.807
5.902	11.447	0.000	-1.333	23.444	-0.050	-0.384	48.107	0.000	1.807
5.938	11.424	0.000	-1.333	23.422	0.000	-0.362	48.107	0.000	1.784
5.973	11.424	0.000	-1.333	23.444	0.000	-0.384	48.129	0.000	1.762
6.007	11.402	0.025	-1.311	23.422	0.000	-0.362	48.151	0.000	1.740
6.042	11.380	0.000	-1.289	23.422	0.000	-0.333	48.151	0.000	1.740
6.077	11.380	0.000	-1.289	23.422	0.000	-0.340	48.151	0.050	1.718
6.111	11.380	0.000	-1.289	23.422	-0.050	-0.362	48.173	0.000	1.718
6.147	11.358	0.000	-1.267	23.400	0.050	-0.340	48.173	0.000	1.718
6.181	11.358	0.000	-1.267	23.400	0.000	-0.340	48.173	0.000	1.696
6.216	11.358	0.000	-1.267	23.422	0.000	-0.362	48.218	0.000	1.673
6.245	11.336	0.000	-1.244	23.422	-0.050	-0.362	48.196	0.000	1.696
6.280	11.336	0.000	-1.244	23.400	0.000	-0.340	48.218	0.000	1.673
6.315	11.336	0.000	-1.244	23.422	-0.050	-0.340	48.240	-0.050	1.651
6.351	11.313	0.000	-1.222	23.400	0.000	-0.340	48.218	0.000	1.673
6.386	11.291	0.050	-1.209	23.400	0.000	-0.340	48.262	0.000	1.629
6.421	11.291	-0.030	-1.200	23.400	0.000	-0.340	48.240	0.000	1.629
6.456	11.291	0.000	-1.200	23.400	0.000	-0.340	48.262	0.000	1.629
6.492	11.269	0.000	-1.178	23.400	0.000	-0.340	48.284	0.000	1.607
6.527	11.269	0.000	-1.178	23.400	0.000	-0.340	48.284	0.050	1.607
6.562	11.269	0.000	-1.178	23.378	0.000	-0.318	48.284	-0.050	1.584
6.597	11.269	0.000	-1.156	23.378	0.000	-0.318	48.307	0.000	1.584
6.632	11.224	0.000	-1.133	23.356	0.045	-0.318	48.329	0.000	1.562
6.667	11.247	0.000	-1.133	23.378	0.000	-0.318	48.351	0.000	1.540
6.703	11.224	0.000	-1.133	23.378	0.025	-0.318	48.329	0.000	1.562
6.737	11.202	0.000	-1.133	23.378	0.000	-0.318	48.351	0.050	1.540
6.773	11.202	0.000	-1.111	23.378	0.000	-0.318	48.351	0.000	1.518
6.809	11.202	0.000	-1.089	23.378	0.000	-0.318	48.373	0.000	1.518
6.844	11.180	0.000	-1.089	23.344	0.000	-0.298	48.373	0.050	1.518
6.878	11.207	-0.065	-1.104	23.378	-0.050	-0.318	48.409	-0.030	1.487
6.914	11.158	0.000	-1.067	23.378	0.000	-0.318	48.396	0.000	1.473
6.948	11.158	0.000	-1.067	23.378	0.000	-0.318	48.396	0.000	1.496
6.983	11.158	0.000	-1.067	23.356	0.000	-0.296	48.440	0.000	1.451
7.019	11.136	0.000	-1.044	23.356	0.000	-0.318	48.440	0.000	1.473
7.054	11.136	0.000	-1.044	23.378	-0.050	-0.318	48.453	0.000	1.451
7.089	11.160	0.000	-1.060	23.378	0.000	-0.296	48.440	0.000	1.451
7.124	11.113	0.050	-1.022	23.356	0.000	-0.296	48.462	0.000	1.429
7.158	11.091	0.000	-1.022	23.356	0.000	-0.296	48.484	0.050	1.429
7.193	11.113	0.000	-1.022	23.356	0.000	-0.296	48.469	0.000	1.407
7.229	11.091	0.000	-1.000	23.333	0.000	-0.273	48.507	0.000	1.407
7.264	11.091	0.000	-1.000	23.356	0.000	-0.296	48.507	0.000	1.384
7.299	11.091	0.000	-1.000	23.336	-0.020	-0.296	48.529	0.000	1.362
7.333	11.069	0.000	-1.000	23.356	-0.050	-0.273	48.529	0.000	1.362
7.368	11.091	-0.050	-0.978	23.333	0.050	-0.296	48.529	0.000	1.362
7.403	11.069	0.000	-0.978	23.333	0.000	-0.273	48.529	0.000	1.340
7.438	11.069	0.000	-0.978	23.356	0.000	-0.273	48.540	0.000	1.340
7.473	11.047	0.000	-0.956	23.333	0.050	-0.273	48.573	-0.050	1.318
7.508	11.047	0.000	-0.956	23.333	0.000	-0.296	48.573	0.070	1.344
7.542	11.047	0.000	-0.956	23.333	0.000	-0.273	48.573	0.000	1.318
7.577	11.047	0.000	-0.956	23.333	0.000	-0.296	48.573	0.000	1.296
7.612	11.024	0.000	-0.956	23.333	0.000	-0.273	48.578	0.000	1.296
7.647	11.024	0.000	-0.933	23.333	0.000	-0.273	48.596	0.025	1.316
7.681	11.024	0.000	-0.933	23.333	0.000	-0.273	48.618	0.000	1.273
7.716	11.002	0.000	-0.911	23.333	0.000	-0.273	48.649	0.015	1.273
7.750	11.002	0.000	-0.911	23.311	0.000	-0.273	48.640	0.000	1.273
7.785	11.002	0.000	-0.911	23.311	0.050	-0.273	48.640	0.000	1.251
7.819	10.980	0.000	-0.889	23.311	0.000	-0.251	48.662	0.000	1.229
7.855	10.980	0.000	-0.889	23.311	0.000	-0.251	48.640	0.000	1.251
7.889	10.958	0.000	-0.889	23.333	-0.050	-0.273	48.662	0.040	1.249
7.924	10.980	0.000	-0.867	23.333	0.000	-0.273	48.684	0.000	1.207
7.959	10.958	0.000	-0.867	23.333	0.050	-0.251	48.709	0.000	1.191
7.993	10.936	0.050	-0.844	23.311	0.000	-0.251	48.684	0.000	1.207
8.029	10.936	0.000	-0.844	23.311	0.000	-0.273	48.707	0.050	1.184
8.064	10.936	0.000	-0.844	23.311	0.000	-0.251	48.707	0.000	1.162
8.099	10.936	0.000	-0.844	23.311	0.000	-0.251	48.729	0.000	1.149
8.134	10.936	0.000	-0.844	23.311	0.000	-0.251	48.729	0.000	1.162
8.168	10.936	0.000	-0.822	23.311	0.000	-0.251	48.729	0.050	1.162
8.203	10.913	0.000	-0.822	23.311	0.000	-0.251	48.751	-0.050	1.118
8.237	10.913	0.000	-0.822	23.311	0.000	-0.251	48.751	0.000	1.140
8.273	10.891	0.000	-0.800	23.311	0.000	-0.251	48.751	0.000	1.140
8.307	10.891	0.000	-0.800	23.311	0.050	-0.251	48.773	0.000	1.118
8.342	10.869	0.000	-0.778	23.311	0.000	-0.229	48.773	0.000	1.096
8.376	10.869	0.000	-0.778	23.311	0.050	-0.229	48.796	0.000	1.096
8.411	10.869	0.000	-0.778	23.311	0.000	-0.251	48.796	0.000	1.073
8.446	10.869	0.000	-0.778	23.289	0.000	-0.251	48.796	0.050	1.096
8.482	10.869	0.000	-0.778	23.289	0.000	-0.251	48.818	0.000	1.073
8.518	10.847	0.000	-0.756	23.311	-0.050	-0.229	48.851	-0.075	1.044
8.553	10.847	0.000	-0.756	23.311	0.000	-0.229	48.840	-0.035	1.078
8.589	10.847	0.000	-0.756	23.289	0.000	-0.229	48.840	0.050	1.051
8.623	10.847	0.000	-0.733	23.311	0.000	-0.229	48.862	0.000	1.029
8.658	10.824	0.000	-0.733	23.267	0.000	-0.249	48.862	0.000	1.016
8.693	10.824	0.000	-0.733	23.311	0.000	-0.251	48.829	0.075	1.062
8.729	10.824	0.000	-0.733	23.289	0.000	-0.229	48.884	-0.050	1.007
8.764	10.802	0.000	-0.711	23.289	0.000	-0.229	48.907	0.000	0.984
8.799	10.802	0.000	-0.711	23.289	-0.050	-0.251	48.907	0.000	0.984
8.833	10.802	0.000	-0.711	23.289	0.000	-0.229	48.907	0.035	0.984
8.868	10.802	0.000	-0.711	23.289	0.000	-0.229	48.929	0.000	0.962
8.903	10.802	0.000	-0.711	23.289	-0.050	-0.229	48.942	0.000	0.962
8.939	10.780	0.000	-0.689	23.289	0.000	-0.229	48.956	0.010	0.962
8.975	10.780	0.000	-0.689	23.289	-0.050	-0.229	48.929	0.000	0.962
9.010	10.780	0.000	-0.689	23.267	0.000	-0.207	48.929	0.000	0.962
9.045	10.780	0.000	-0.689	23.289	0.000	-0.229	48.918	-0.025	0.964
9.080	10.780	0.000	-0.689	23.267	-0.050	-0.229	48.971	0.000	0.940
9.115	10.758	0.000	-0.667	23.267	0.000	-0.207	48.991	-0.040	0.940
9.151	10.758	-0.050	-0.667	23.267	0.000	-0.207	48.973	0.000	0.918
9.188	10.758	-0.050	-0.667	23.267	0.050	-0.207	48.973	0.000	0.896
9.223	10.736	0.000	-0.644	23.267	0.000	-0.207	49.029	0.000	0.864
9.258	10.736	0.000	-0.644	23.267	0.000	-0.207	48.996	0.000	0.918
9.293	10.736	0.000	-0.644	23.267	0.000	-0.207	49.018	0.000	0.873
9.328	10.713	0.000	-0.644	23.267	0.000	-0.207	49.018	0.000	0.873
9.363	10.713	0.000	-0.622	23.267	0.000	-0.207	49.018	-0.045	0.873
9.398	10.713	0.000	-0.622	23.244	-0.050	-0.207	49.040	0.000	0.873
9.434	10.713	0.000	-0.622	23.267	0.000	-0.207	49.007	0.000	0.878
9.469	10.713	0.000	-0.622	23.267	0.000	-0.184	49.040	0.050	0.851
9.503	10.713	0.000	-0.622	23.244	0.000	-0.207	49.040	0.000	0.851
9.539	10.691	0.000	-0.622	23.276	0.000	-0.218	49.062	0.050	0.829
9.573	10.691	0.000	-0.600	23.244	0.000	-0.184	49.080	0.025	0.851
9.609	10.691	0.000	-0.600	23.267	0.000	-0.207	49.091	0.010	0.813
9.645	10.691	0.000	-0.578	23.244	0.000	-0.207	49.084	0.000	0.807
9.680	10.669	0.000	-0.578	23.244	0.000	-0.184	49.073	0.000	0.807
9.715	10.669	0.000	-0.578	23.267	0.000	-0.173	49.084	0.000	0.807
9.750	10.669	0.000	-0.578	23.267	0.000	-0.184	49.107	0.000	0.807
9.785	10.647	0.000	-0.556	23.244	0.050	-0.184	49.129	0.050	0.784
9.820	10.647	0.000	-0.578	23.244	-0.050	-0.207	49.107	0.025	0.784
9.856	10.647	0.035	-0.556	23.244	0.000	-0.184	49.107	0.000	0.784
9.892	10.624	0.000	-0.556	23.244	0.000	-0.184	49.113	-0.010	0.762
9.927	10.647	-0.050	-0.556	23.244	0.000	-0.184	49.129	0.000	0.762
9.963	10.624	0.000	-0.533	23.244	0.000	-0.184	49.129	0.000	0.762
9.998	10.624	0.000	-0.533	23.244	0.000	-0.184	49.160	0.040	0.762
10.033	10.624	0.000	-0.533	23.244	0.000	-0.184	49.127	0.000	0.740
10.067	10.624	0.000	-0.533	23.267	-0.050	-0.184	49.151	0.005	0.740
10.103	10.624	0.000	-0.533	23.244	-0.030	-0.184	49.151	0.000	0.740
10.138	10.602	0.050	-0.511	23.244	0.000	-0.184	49.173	0.000	0.718
10.173	10.602	0.000	-0.511	23.244	0.050	-0.162	49.173	0.000	0.700
10.208	10.602	0.000	-0.511	23.244	-0.050	-0.184	49.196	0.000	0.696
10.243	10.602	0.000	-0.511	23.244	0.000	-0.162	49.162	-0.025	0.720
10.279	10.602	0.000	-0.511	23.222	0.000	-0.162	49.180	0.000	0.696
10.314	10.580	0.000	-0.489	23.244	0.000	-0.184	49.229	-0.075	0.664
10.350	10.580	0.000	-0.489	23.222	0.000	-0.184	49.218	0.000	0.673
10.385	10.580	0.000	-0.489	23.244	0.000	-0.187	49.236	-0.065	0.673
10.420	10.580	0.000	-0.489	23.222	0.050	-0.162	49.196	0.000	0.673
10.455	10.580	0.000	-0.489	23.244	0.000	-0.162	49.251	-0.075	0.651
10.490	10.558	0.000	-0.467	23.222	0.050	-0.184	49.240	-0.050	0.673
10.525	10.558	0.000	-0.467	23.244	0.000	-0.184	49.207	0.075	0.684
10.561	10.558	0.000	-0.467	23.222	-0.050	-0.151	49.240	0.000	0.651
10.596	10.558	0.000	-0.467	23.222	-0.040	-0.162	49.240	-0.050	0.629
10.631	10.558	0.000	-0.467	23.222	0.000	-0.162	49.229	0.075	0.662
10.666	10.558	0.000	-0.467	23.222	0.000	-0.162	49.262	0.025	0.629
10.701	10.558	0.000	-0.467	23.222	-0.050	-0.162	49.296	0.000	0.616
10.736	10.536	0.000	-0.444	23.222	0.000	-0.140	49.262	0.000	0.598
10.772	10.536	0.000	-0.444	23.222	-0.010	-0.133	49.304	0.020	0.607
10.806	10.536	0.000	-0.444	23.222	0.000	-0.162	49.284	0.000	0.607
10.841	10.536	0.000	-0.444	23.222	0.000	-0.162	49.307	-0.050	0.607
10.877	10.536	0.000	-0.444	23.222	0.000	-0.162	49.280	-0.015	0.584
10.911	10.513	0.000	-0.444	23.222	-0.050	-0.162	49.307	-0.035	0.584
10.946	10.513	0.000	-0.444	23.200	-0.050	-0.162	49.307	-0.040	0.584
10.982	10.513	0.000	-0.422	23.238	-0.040	-0.162	49.284	-0.030	0.584
11.017	10.491	0.000	-0.400	23.200	0.000	-0.140	49.307	0.000	0.562
11.052	10.491	0.000	-0.422	23.200	0.000	-0.162	49.307	0.050	0.584
11.088	10.513	-0.050	-0.422	23.200	0.000	-0.140	49.329	0.000	0.531
11.123	10.491	0.050	-0.400	23.222	0.000	-0.162	49.329	0.000	0.562
11.158	10.491	0.000	-0.400	23.200	0.000	-0.140	49.329	0.000	0.540
11.193	10.491	0.000	-0.400	23.200	0.000	-0.140	49.329	0.000	0.562
11.229	10.491	0.000	-0.400	23.200	0.050	-0.162	49.329	0.050	0.562
11.264	10.491	0.000	-0.400	23.200	-0.050	-0.162	49.384	0.000	0.540
11.299	10.491	0.000	-0.400	23.222	-0.050	-0.162	49.351	0.000	0.540
11.334	10.491	0.000	-0.400	23.200	0.000	-0.140	49.351	0.000	0.540
11.369	10.469	0.000	-0.378	23.200	0.000	-0.127	49.338	-0.020	0.540
11.404	10.469	0.000	-0.378	23.200	0.000	-0.140	49.373	0.000	0.518
11.439	10.469	0.000	-0.378	23.200	0.000	-0.140	49.373	0.000	0.540
11.474	10.469	0.000	-0.378	23.200	0.000	-0.162	49.396	-0.050	0.518
11.509	10.469	0.000	-0.378	23.200	0.000	-0.140	49.396	0.000	0.496
11.544	10.469	0.000	-0.378	23.200	0.000	-0.140	49.396	0.000	0.518
11.579	10.469	0.000	-0.356	23.200	0.000	-0.140	49.396	0.000	0.496
11.615	10.447	0.000	-0.356	23.200	0.000	-0.140	49.396	0.055	0.464
11.650	10.447	0.000	-0.356	23.200	0.000	-0.140	49.396	0.000	0.473
11.686	10.447	0.000	-0.356	23.200	0.000	-0.140	49.418	0.000	0.496
11.721	10.447	0.000	-0.356	23.178	0.050	-0.118	49.418	0.000	0.473
11.756	10.447	-0.050	-0.356	23.178	-0.050	-0.118	49.418	0.000	0.473
11.791	10.424	0.000	-0.356	23.178	0.050	-0.140	49.440	0.000	0.451
11.826	10.424	0.000	-0.333	23.178	0.000	-0.118	49.440	0.000	0.451
11.862	10.424	0.000	-0.333	23.178	0.000	-0.140	49.440	0.000	0.451
11.898	10.447	0.000	-0.356	23.200	0.000	-0.118	49.440	0.000	0.451
11.933	10.424	0.000	-0.333	23.178	0.000	-0.118	49.440	-0.040	0.451
11.968	10.424	0.000	-0.333	23.200	-0.050	-0.140	49.458	0.025	0.451
12.003	10.424	0.000	-0.333	23.178	0.050	-0.118	49.440	-0.015	0.451
12.038	10.402	0.000	-0.311	23.200	0.000	-0.118	49.462	0.000	0.451
12.073	10.424	-0.050	-0.333	23.200	0.000	-0.118	49.440	0.035	0.418
12.107	10.424	0.000	-0.333	23.200	0.000	-0.140	49.440	0.050	0.451
12.143	10.424	0.000	-0.311	23.178	-0.050	-0.140	49.440	0.000	0.429
12.178	10.402	0.000	-0.311	23.200	-0.050	-0.118	49.462	0.000	0.429
12.213	10.402	0.000	-0.311	23.178	0.000	-0.118	49.462	-0.035	0.429
12.248	10.402	0.000	-0.311	23.200	0.000	-0.140	49.484	0.000	0.407
12.282	10.402	0.000	-0.311	23.200	-0.050	-0.118	49.484	0.000	0.407
12.317	10.402	0.000	-0.311	23.178	0.050	-0.140	49.484	0.000	0.407
12.353	10.402	0.000	-0.311	23.164	0.025	-0.118	49.451	0.075	0.407
12.388	10.402	0.000	-0.311	23.178	0.000	-0.118	49.484	-0.045	0.438
12.423	10.402	0.000	-0.311	23.178	0.000	-0.140	49.507	-0.050	0.407
12.458	10.402	0.000	-0.311	23.200	0.000	-0.140	49.507	0.000	0.407
12.493	10.402	0.000	-0.311	23.178	0.000	-0.118	49.473	-0.025	0.398
12.528	10.402	0.000	-0.311	23.178	0.000	-0.118	49.507	0.000	0.384
12.564	10.380	0.000	-0.289	23.156	0.050	-0.118	49.507	0.000	0.407
12.599	10.380	0.000	-0.267	23.156	0.050	-0.118	49.529	0.000	0.384
12.634	10.358	0.050	-0.267	23.178	0.000	-0.096	49.529	-0.050	0.362
12.668	10.358	0.000	-0.267	23.178	0.000	-0.118	49.529	0.040	0.362
12.703	10.358	0.000	-0.267	23.178	0.025	-0.096	49.529	-0.040	0.389
12.738	10.358	0.000	-0.267	23.178	0.000	-0.096	49.529	0.000	0.362
12.773	10.380	0.000	-0.289	23.178	-0.050	-0.096	49.529	0.000	0.362
12.809	10.358	0.000	-0.267	23.178	0.000	-0.118	49.529	0.000	0.362
12.844	10.358	0.000	-0.289	23.178	-0.050	-0.096	49.529	0.000	0.362
12.879	10.358	0.000	-0.267	23.178	0.050	-0.118	49.529	-0.050	0.340
12.914	10.358	0.000	-0.267	23.133	0.050	-0.096	49.529	-0.050	0.340
12.949	10.358	0.000	-0.267	23.156	0.000	-0.096	49.551	0.000	0.340
12.984	10.358	0.000	-0.267	23.156	0.000	-0.096	49.551	0.000	0.362
13.021	10.358	0.000	-0.267	23.178	0.000	-0.096	49.518	0.000	0.373
13.056	10.358	0.000	-0.267	23.156	0.000	-0.082	49.551	0.000	0.340
13.090	10.358	0.000	-0.267	23.156	0.000	-0.096	49.551	0.030	0.353
13.125	10.358	0.000	-0.267	23.156	-0.050	-0.096	49.551	0.000	0.311
13.160	10.336	0.000	-0.244	23.156	0.050	-0.096	49.573	0.000	0.318
13.195	10.336	0.000	-0.244	23.178	0.000	-0.118	49.573	0.000	0.318
13.231	10.336	0.000	-0.244	23.178	0.000	-0.096	49.573	0.000	0.340
13.266	10.336	0.000	-0.244	23.156	0.000	-0.096	49.573	0.000	0.318
13.301	10.336	0.000	-0.244	23.156	0.000	-0.118	49.573	-0.020	0.318
13.336	10.336	0.000	-0.244	23.156	0.000	-0.096	49.573	0.000	0.318
13.371	10.336	0.000	-0.222	23.156	0.050	-0.096	49.573	0.000	0.340
13.406	10.336	0.000	-0.244	23.156	0.000	-0.118	49.540	0.075	0.333
13.441	10.336	0.000	-0.222	23.156	0.000	-0.096	49.596	0.000	0.318
13.478	10.313	0.000	-0.222	23.156	-0.050	-0.096	49.573	0.050	0.296
13.513	10.313	0.000	-0.222	23.156	0.000	-0.096	49.618	-0.050	0.296
